passID,aid,membershipNumber,tier,points
8319,24,209894,Platinum,43915
6603,10,278105,Silver,37819
6835,25,207321,Silver,17010
3403,15,244717,Silver,10199
8883,9,414423,Diamond,61444
4718,24,295772,Silver,62862
8986,7,424684,Diamond,97066
60,2,961973,Silver,39066
6127,7,334946,Diamond,20526
8109,10,737020,Platinum,3164
1602,2,455994,Platinum,46225
4271,24,988791,Platinum,15701
7111,18,829570,Platinum,1155
8749,21,827594,Silver,516
3962,19,842362,Platinum,15069
1089,9,311583,Platinum,99282
1379,22,139465,Diamond,93129
3626,4,909045,Gold,25791
5194,4,486654,Gold,76216
678,2,802069,Platinum,95905
9480,2,474006,Gold,29441
6031,12,182849,Silver,80905
6975,22,445702,Gold,73335
6256,8,714598,Gold,74596
4527,15,717141,Diamond,27454
8970,11,206063,Platinum,99673
4433,24,299530,Gold,42879
3342,13,411793,Silver,22554
9636,2,780874,Gold,6106
3728,7,338900,Diamond,19312
8433,17,805604,Diamond,18049
8827,19,982202,Silver,6433
579,4,252356,Gold,43740
1866,1,167339,Silver,2412
6019,14,965183,Diamond,61532
8517,4,447732,Diamond,60796
6365,7,820393,Platinum,12826
452,10,665646,Gold,73894
7717,3,841204,Gold,91672
5939,1,451711,Diamond,49686
2909,2,425189,Silver,32127
5605,9,849001,Diamond,16820
8579,4,552458,Silver,26804
9713,18,648584,Gold,7757
4114,21,993530,Silver,16755
701,17,233063,Platinum,94332
8400,11,970698,Diamond,61469
733,7,323309,Diamond,21690
2744,9,335208,Diamond,29088
3850,7,242977,Gold,20152
8227,23,691490,Gold,47560
3632,10,431566,Platinum,7246
963,4,655934,Silver,93217
478,5,840182,Diamond,61738
8445,10,896659,Diamond,93374
7800,23,305298,Silver,46019
322,15,331584,Platinum,39199
3682,20,898989,Diamond,42160
9890,1,522001,Gold,91325
2843,23,454493,Diamond,42869
2058,5,990021,Diamond,13368
9672,3,706642,Platinum,30402
4158,21,893392,Gold,11941
7302,2,848974,Diamond,57095
4553,17,116513,Diamond,26356
1653,14,168140,Platinum,55028
6944,22,496719,Platinum,83656
6724,12,417608,Diamond,80233
9843,14,240456,Diamond,91603
9984,1,216452,Diamond,70290
162,19,641289,Platinum,14471
5892,25,419152,Gold,88389
4991,24,508272,Silver,21913
4494,18,293591,Diamond,2228
2316,19,697519,Silver,50419
4165,16,376480,Gold,44315
7953,24,905629,Silver,81188
4821,6,776669,Diamond,6604
275,19,212650,Gold,93202
1020,7,216642,Diamond,26885
7099,23,521095,Silver,2315
9560,16,225486,Gold,17865
9733,6,193530,Gold,4117
5260,18,713173,Platinum,84243
2683,22,790220,Gold,97469
4779,23,175637,Silver,17738
2561,3,245192,Platinum,83803
5730,11,350126,Diamond,68532
4080,1,895235,Gold,99636
9761,19,839660,Gold,24796
775,13,605873,Diamond,59921
1408,1,787012,Diamond,37510
8258,1,940415,Diamond,63732
8076,9,735287,Diamond,4420
5862,10,961367,Silver,71136
2173,8,728727,Gold,88054
1379,7,166170,Gold,27926
596,25,138614,Platinum,6138
9230,24,122586,Diamond,36582
3069,10,323370,Silver,38342
6525,23,649214,Gold,49632
8191,4,132034,Diamond,95256
3195,19,414020,Gold,15560
5264,23,874634,Diamond,39221
3094,14,558507,Platinum,49377
3266,10,981716,Silver,46275
4244,13,984182,Gold,73594
2926,10,801435,Silver,44700
7745,18,333381,Platinum,99487
2419,23,308373,Diamond,92300
1946,22,633823,Platinum,67241
5764,20,284156,Gold,11728
7192,2,447447,Silver,58977
4097,3,755146,Gold,61740
4830,12,149842,Gold,35574
9369,17,683307,Silver,15593
204,10,196147,Diamond,99305
8389,6,442178,Platinum,70590
389,11,590805,Silver,68508
3775,2,421347,Silver,98473
9990,2,314818,Diamond,43927
7400,20,828691,Gold,33161
5486,7,868233,Silver,4944
7418,21,536726,Diamond,6405
6520,4,760747,Platinum,59108
8358,16,990200,Gold,31410
5803,5,189108,Platinum,58174
1673,25,198624,Silver,28099
6069,4,549632,Gold,72923
5765,23,635229,Diamond,68279
8493,3,637295,Silver,94263
7690,17,777243,Platinum,30403
1178,10,447945,Gold,33541
8399,1,401526,Platinum,26691
5018,14,769777,Silver,65140
6314,2,941029,Gold,51779
2593,11,330441,Diamond,35638
9975,15,131672,Platinum,997
9566,2,479498,Gold,780
919,15,547510,Gold,12838
2076,17,231221,Diamond,41209
4899,1,422987,Platinum,23035
4178,16,980172,Diamond,60312
7209,11,996209,Platinum,92458
7662,9,718832,Gold,5873
92,2,830920,Silver,4527
3894,25,172152,Diamond,84208
4822,22,615228,Platinum,91778
3307,17,158380,Gold,55712
8205,15,360342,Platinum,87981
9288,12,742290,Gold,45566
892,23,745538,Platinum,42962
5238,23,674434,Silver,41661
1992,17,575157,Platinum,19321
5668,17,215634,Diamond,75844
9792,14,253284,Platinum,20696
1023,23,847377,Diamond,72645
1869,12,832824,Silver,99253
673,20,171935,Gold,4852
9619,9,860340,Gold,46607
8047,13,715682,Silver,60552
5836,8,404480,Gold,27007
5784,7,962464,Platinum,81558
9168,13,202164,Gold,50279
4207,1,856449,Gold,29724
317,20,824766,Diamond,12832
418,15,435570,Diamond,30164
9946,8,840035,Gold,43145
6913,3,738326,Gold,74109
1594,20,856421,Gold,92625
8869,2,412410,Platinum,39761
1565,10,228545,Gold,7875
2619,12,707477,Platinum,14875
5104,18,662996,Platinum,56083
6710,4,543324,Silver,41522
9936,6,527972,Gold,16009
4358,8,562169,Diamond,58966
6122,14,900070,Gold,19738
4388,9,638060,Gold,11813
7250,5,588128,Silver,22584
7237,25,316990,Silver,1772
2345,8,404329,Gold,46015
7152,7,441982,Gold,63083
3716,16,758612,Gold,83038
9870,20,775968,Gold,23669
8800,12,145791,Gold,92167
8342,10,928318,Diamond,49715
3366,19,360868,Platinum,40540
2453,20,826302,Gold,95754
9881,6,125064,Silver,30793
113,15,971819,Gold,31591
5197,18,809145,Silver,27534
4940,10,303777,Diamond,33316
198,15,172856,Silver,65992
5974,4,681824,Platinum,88436
6688,5,828415,Platinum,41625
3503,8,796297,Diamond,25733
1025,20,169141,Gold,61700
887,20,821339,Diamond,56658
9165,1,985756,Silver,33652
4486,7,339056,Gold,64784
8105,9,395466,Silver,72236
8509,15,425257,Platinum,61693
3944,16,300677,Platinum,53519
3707,12,526564,Platinum,42037
1841,11,656973,Platinum,41943
3662,14,378144,Platinum,89983
803,16,862143,Gold,63832
8194,14,100927,Silver,9635
9877,25,211342,Diamond,68630
861,11,928176,Platinum,79058
7970,12,251993,Gold,10423
5476,7,888393,Gold,33445
8391,9,792616,Diamond,60110
5471,14,395428,Platinum,3697
4410,6,929610,Diamond,27684
865,22,198712,Diamond,34745
1307,24,885453,Diamond,7832
5335,1,189932,Silver,44988
5650,23,891497,Gold,61287
5447,7,650907,Gold,83824
826,6,934418,Diamond,8649
5032,13,104329,Diamond,78844
4372,7,386468,Silver,82269
6525,18,692225,Gold,22043
9396,21,263763,Diamond,23088
9472,21,802805,Platinum,92850
6602,11,717515,Gold,38476
1756,14,515527,Platinum,19146
7604,23,889584,Platinum,73587
5383,11,964006,Diamond,56810
549,13,658640,Platinum,80490
6640,18,799491,Diamond,59194
5826,19,786332,Diamond,7773
429,12,300375,Diamond,67308
9241,17,370569,Gold,40109
1042,9,235722,Gold,95350
8804,22,615646,Silver,41598
8264,17,943588,Platinum,67625
1625,21,806637,Silver,2052
8079,23,424688,Gold,43512
7581,7,510797,Diamond,34486
5523,14,902987,Gold,83347
1483,12,780350,Platinum,75304
8976,21,562604,Silver,76369
4979,12,637627,Diamond,98500
7783,18,756392,Silver,97675
3332,12,244255,Silver,38461
3277,14,930961,Platinum,39087
8409,15,464036,Gold,16113
9384,14,269813,Silver,1181
5489,24,554783,Gold,3254
8252,21,360372,Diamond,47692
9303,17,373591,Platinum,86016
6246,16,364724,Diamond,1441
9316,13,483928,Diamond,32292
8210,11,130954,Silver,28850
7543,14,767682,Silver,47657
1893,11,148963,Gold,47150
6220,18,628113,Diamond,86042
6125,22,804514,Diamond,7704
3470,6,225888,Silver,41406
7857,3,628706,Silver,18919
8854,9,305726,Gold,83769
8621,2,830193,Platinum,51151
7763,24,813690,Diamond,70876
6895,17,357654,Platinum,7925
9943,4,207847,Gold,85693
8825,6,788873,Gold,96304
5622,16,993888,Diamond,28256
6937,9,641806,Platinum,17149
1185,2,244967,Diamond,90469
1905,2,701354,Gold,22486
9706,12,658767,Silver,68452
4819,3,333684,Platinum,76700
6104,7,275714,Platinum,48296
2559,24,333850,Gold,56977
3605,7,382202,Gold,51399
2821,20,952016,Platinum,87433
5072,12,103938,Silver,50258
7958,18,609957,Platinum,99466
4916,1,705668,Platinum,54327
2746,20,250243,Gold,96069
4570,18,966075,Gold,85725
4543,8,609017,Silver,4987
9266,4,292000,Platinum,5334
4233,3,692071,Platinum,38836
3743,22,390908,Diamond,95691
5405,17,356884,Diamond,68547
7870,4,501643,Platinum,58246
3805,13,477490,Silver,83826
1999,1,752471,Diamond,12148
4226,6,578166,Gold,83979
667,24,569937,Silver,76163
5245,22,746683,Diamond,92148
8275,9,944415,Gold,52435
6881,15,814453,Diamond,66083
6957,2,307288,Diamond,22321
6797,7,179832,Gold,90758
4898,18,262475,Silver,56798
2477,16,637431,Gold,484
9328,15,869155,Diamond,77791
38,16,948166,Silver,48980
1021,9,621938,Diamond,10996
1228,4,351276,Platinum,60233
5571,6,258046,Gold,38582
3938,10,609466,Gold,39539
2755,17,555253,Diamond,72077
7005,13,375507,Gold,632
9243,6,670395,Gold,29283
404,12,313994,Diamond,99089
5345,20,908339,Diamond,72370
3585,2,737885,Silver,70199
2587,10,892079,Gold,56686
5076,25,799356,Diamond,36338
7518,1,841743,Platinum,80634
4657,2,817898,Diamond,71876
6362,7,333954,Diamond,80632
7996,22,905710,Gold,78384
2531,11,293135,Silver,6452
5399,21,947989,Silver,89360
7471,17,958839,Silver,82187
1224,15,232051,Diamond,80460
2447,16,329555,Silver,22268
7528,10,791768,Platinum,43994
7559,12,199934,Silver,90225
2343,8,853211,Platinum,19211
7775,7,688416,Gold,74000
9099,3,885539,Platinum,6030
4438,11,681816,Gold,3034
5159,8,653782,Gold,49276
5895,11,509053,Gold,14313
4110,15,399085,Gold,72768
65,19,112216,Platinum,2297
3146,3,324825,Gold,37299
4195,14,601209,Silver,75501
8098,2,127150,Platinum,37819
3211,19,631748,Diamond,87369
7662,19,216692,Silver,75854
2952,13,790992,Gold,34901
8830,7,657736,Gold,72424
8709,18,431157,Platinum,83201
4880,2,526981,Silver,59924
5896,3,298833,Diamond,87829
1337,14,790805,Silver,79408
1026,19,716179,Silver,66603
2206,22,766166,Silver,49152
1365,16,825843,Silver,77717
1424,13,979130,Silver,80017
9067,16,843345,Gold,13291
1707,3,992748,Gold,86433
307,22,594377,Diamond,10790
5845,14,871092,Silver,13215
4560,24,286257,Silver,57167
9780,24,163941,Platinum,903
2045,11,424136,Diamond,2339
9762,14,487408,Silver,95155
7027,14,311639,Gold,70040
1968,1,399837,Platinum,30557
5182,20,252097,Platinum,57663
2763,24,248585,Gold,69940
1908,6,584147,Platinum,5498
1698,17,233883,Diamond,4409
7114,22,468444,Silver,17686
7844,3,750506,Silver,49797
7407,5,573078,Platinum,85797
8646,15,450855,Silver,17304
6349,3,718066,Silver,68980
1536,21,616600,Platinum,65176
6014,15,480624,Platinum,8108
7624,3,905667,Gold,39494
8529,10,770339,Silver,92972
8217,12,651724,Silver,34205
5678,19,995312,Silver,5861
4147,16,642723,Silver,77751
5520,21,309069,Diamond,44823
1523,5,766000,Diamond,3353
3268,17,200724,Diamond,79030
5467,3,881935,Platinum,72373
6576,17,864216,Gold,41234
8413,3,227873,Platinum,59794
496,2,658148,Silver,13283
8179,24,523420,Gold,26180
6703,5,322168,Gold,58727
9288,2,837606,Gold,98693
3326,8,275021,Diamond,88534
2997,2,769206,Diamond,37034
995,8,290978,Diamond,80474
1091,4,541049,Platinum,82879
9412,2,115918,Gold,59024
4167,13,836503,Platinum,87017
4650,16,804482,Silver,52849
1577,22,363050,Gold,98554
237,12,487704,Platinum,62432
1223,5,774447,Gold,42499
8768,4,658314,Gold,5813
2772,10,820673,Platinum,14348
6126,7,901096,Silver,93065
5600,12,485637,Gold,94149
4698,12,309477,Gold,27511
2201,22,400672,Platinum,48542
8769,11,853834,Diamond,16847
2611,10,952804,Diamond,5367
7606,7,146280,Diamond,5191
7569,12,737044,Platinum,27436
9069,10,845891,Gold,25171
492,19,672850,Platinum,48463
8558,17,762570,Platinum,59726
9097,25,985095,Platinum,60312
5,17,903196,Silver,83692
520,5,787855,Silver,78271
6872,2,191921,Platinum,76794
8411,10,138246,Silver,42651
1898,3,246177,Diamond,16762
858,13,562191,Platinum,57413
946,7,451587,Platinum,63481
2778,7,388382,Platinum,50837
2205,18,228005,Diamond,79025
254,6,150864,Silver,17886
2118,21,322076,Platinum,77735
78,24,235445,Silver,47655
6518,5,563561,Gold,79026
8885,3,998860,Gold,69958
6069,5,179469,Gold,64897
4882,4,363127,Silver,24400
3276,24,190088,Diamond,31504
558,5,469709,Gold,90772
4000,17,869053,Gold,9513
4026,15,593127,Silver,75516
4115,16,384078,Platinum,6706
4683,17,328437,Gold,15917
5179,19,822881,Silver,42609
1201,19,114351,Gold,65640
9494,20,689915,Diamond,67104
7500,17,638233,Gold,96467
175,17,431057,Gold,51501
1524,18,642630,Platinum,41622
7527,25,691301,Platinum,91947
272,8,708369,Gold,75955
7573,3,812989,Platinum,42812
1612,4,421203,Diamond,13180
9164,25,812902,Diamond,39198
2187,5,969977,Gold,85367
4086,18,251117,Platinum,71650
5627,2,460893,Platinum,15478
8030,23,811344,Silver,78118
8531,11,304138,Diamond,8653
1132,16,369250,Silver,72167
7434,17,207051,Silver,48038
1953,17,837793,Diamond,76247
6256,10,502340,Silver,83165
2627,12,431819,Silver,87281
7122,10,644880,Silver,4130
6912,1,764394,Silver,55506
5321,13,691357,Diamond,39068
3072,10,150913,Gold,51365
3592,14,358206,Platinum,44027
5547,20,486757,Platinum,86683
5493,6,649294,Gold,82490
828,10,357880,Platinum,42156
2402,3,658561,Gold,1609
6005,19,734117,Platinum,19794
9452,11,759959,Gold,78297
6357,16,131603,Diamond,36248
8002,23,229265,Diamond,1289
9214,5,822970,Diamond,96764
7749,13,150872,Platinum,60330
5301,5,762659,Platinum,47208
6450,8,212185,Diamond,83314
8684,1,748991,Silver,29686
299,5,905476,Platinum,20518
3074,17,661707,Diamond,609
736,4,374540,Gold,66503
4661,18,267832,Gold,64539
7461,6,686061,Silver,60198
4107,2,294103,Gold,51454
4317,25,337764,Silver,35726
4626,9,554553,Diamond,84569
6018,9,291797,Diamond,87086
8866,5,352758,Diamond,67392
3035,14,893760,Silver,25019
3575,25,899249,Diamond,23785
2578,12,389447,Silver,5343
8135,7,113792,Diamond,99971
3761,3,239200,Silver,63282
34,13,933496,Diamond,16969
7442,16,457704,Platinum,49941
7582,8,657709,Gold,99952
7873,10,813347,Platinum,32877
7022,17,598793,Platinum,76423
8003,22,142647,Platinum,97034
9582,4,320475,Silver,90004
9455,3,197380,Gold,9534
126,24,533972,Diamond,41275
8079,17,815217,Gold,91796
2210,9,730240,Platinum,1522
6026,7,107028,Platinum,1031
6344,1,247593,Diamond,2224
6016,25,369669,Platinum,14242
5589,12,421964,Platinum,41269
7457,4,165664,Diamond,82996
3682,19,507113,Diamond,70065
9157,14,282717,Silver,76446
1094,7,506269,Silver,79089
2107,25,501635,Silver,39147
8918,11,433349,Gold,1876
9593,18,393282,Diamond,49828
8010,25,640385,Silver,67464
4593,17,888983,Platinum,24905
5818,8,618208,Diamond,32995
5793,17,300805,Diamond,35536
4277,2,177536,Diamond,5964
2062,18,719931,Silver,30450
1826,21,997085,Gold,17113
2061,10,536957,Gold,24079
8876,8,208178,Platinum,68139
6464,6,244736,Gold,69578
2576,15,957116,Platinum,23863
8278,8,178046,Diamond,16975
3062,23,160507,Silver,59261
9096,21,598142,Diamond,67771
1252,15,926540,Diamond,34392
1479,21,650078,Silver,87916
894,23,854804,Diamond,94291
5982,23,873866,Diamond,39963
5148,12,982898,Silver,90730
425,25,825067,Silver,15502
7319,14,992305,Platinum,56994
9043,4,947109,Silver,73680
6997,17,432684,Platinum,10544
8249,6,464011,Platinum,69668
6792,3,377434,Gold,66556
9759,18,654845,Platinum,35746
486,6,714188,Gold,75114
1574,21,330784,Diamond,82494
1832,13,756611,Gold,82193
3421,6,312276,Gold,68789
1103,5,599407,Gold,75801
8958,18,946748,Silver,31396
5823,1,716351,Diamond,67002
1908,12,613353,Platinum,29941
6759,6,136096,Gold,61437
7260,12,316569,Silver,20291
1500,10,316268,Diamond,16077
5872,17,881908,Platinum,81269
7550,6,177014,Platinum,41556
3822,10,913806,Gold,55368
7887,20,302324,Silver,46346
2963,10,941760,Platinum,44404
4114,10,790761,Diamond,62018
8288,6,688537,Gold,9583
7726,19,981296,Diamond,72583
8362,21,988724,Diamond,19374
2804,1,682178,Platinum,57769
7899,12,366526,Diamond,32379
7698,19,115857,Gold,72558
3579,18,691067,Platinum,33043
9307,2,238522,Platinum,15899
6159,7,627686,Silver,71927
1809,20,250702,Gold,17509
1752,11,256798,Silver,44516
4143,18,912123,Gold,91410
2464,20,126308,Gold,40459
5806,18,972747,Silver,34285
1411,12,776650,Gold,53907
9783,7,877657,Gold,87545
226,10,436029,Diamond,43518
8091,4,406855,Silver,65329
889,9,918471,Platinum,95368
1181,23,501290,Platinum,92827
1456,4,668548,Diamond,10889
810,11,245387,Platinum,26970
6618,22,195920,Silver,43625
449,12,416014,Gold,27648
4624,13,146591,Silver,30986
5229,9,712322,Platinum,98118
7017,14,232188,Gold,56371
9057,20,599048,Diamond,9788
2846,7,920290,Gold,50783
4676,14,494173,Gold,60577
4070,23,791350,Silver,80881
2774,18,665518,Platinum,46441
3846,3,990427,Platinum,65231
8984,23,171137,Diamond,92532
7623,22,332487,Silver,80215
9971,18,594017,Silver,6539
7003,9,497896,Diamond,75343
1463,1,701706,Silver,72825
3868,22,623142,Silver,54505
7036,14,599667,Diamond,25783
4937,15,292698,Gold,96381
24,10,496046,Gold,56559
9873,14,314569,Diamond,10384
3053,21,568743,Platinum,75178
8494,24,252491,Platinum,49743
410,2,303723,Diamond,1469
6219,16,110731,Silver,96509
7168,5,854982,Silver,66707
4119,18,520371,Silver,42541
6358,20,208092,Platinum,72982
431,17,389203,Diamond,58132
4247,16,419242,Platinum,90245
7383,15,538488,Platinum,50913
3285,17,551919,Platinum,17703
702,16,176385,Diamond,50727
2764,6,842230,Gold,24083
4750,19,593457,Gold,87571
3235,15,980530,Gold,58505
8423,14,662827,Platinum,50876
933,9,575706,Gold,42286
2885,6,907968,Platinum,41951
9867,1,355359,Platinum,54836
2661,4,300223,Silver,10004
4819,1,140465,Platinum,26948
5634,12,960686,Silver,52992
3167,7,615352,Platinum,51396
9777,15,712255,Gold,54789
7535,9,767593,Silver,28622
6788,15,943491,Platinum,90009
6856,4,436655,Platinum,60780
1217,21,795517,Diamond,37110
9817,3,635151,Diamond,49944
4017,5,758025,Platinum,98847
4045,23,432970,Platinum,31598
3738,8,736034,Gold,47441
5992,4,879714,Diamond,57663
331,17,463095,Diamond,46228
8497,11,407884,Diamond,40307
1132,19,211995,Platinum,50088
992,20,315276,Gold,21904
5752,10,630524,Platinum,89510
3667,18,817198,Platinum,94124
5589,5,923260,Platinum,25149
7145,13,775969,Silver,12166
656,22,593984,Silver,10295
881,7,182480,Gold,39287
340,25,450003,Gold,72074
7697,18,941738,Diamond,27798
995,20,944578,Diamond,14378
7629,21,993566,Silver,79834
8929,5,889937,Gold,15987
6933,8,421126,Platinum,16524
3491,17,865159,Gold,37818
8364,18,935347,Silver,38029
9410,9,286640,Silver,26944
9655,7,182637,Diamond,74007
8932,21,991672,Diamond,38218
205,25,397114,Gold,44386
7026,24,574785,Diamond,2562
2067,15,392480,Platinum,49616
8094,12,906927,Gold,56401
3837,20,220386,Silver,40135
7710,8,780205,Platinum,39406
8178,2,162628,Diamond,59903
6171,17,519435,Silver,44191
4363,25,363176,Silver,31107
530,1,175528,Diamond,24147
9307,13,596939,Gold,40182
5005,19,478922,Diamond,66976
5807,8,918089,Gold,94322
8058,1,609057,Gold,65288
7054,24,781159,Diamond,65496
7971,6,323494,Silver,71272
8877,11,169934,Silver,37407
303,24,426182,Gold,56807
7023,23,605397,Diamond,54671
2316,22,171287,Gold,7163
4894,2,942962,Diamond,52725
4060,13,698973,Gold,50268
3610,9,950052,Silver,97046
6945,23,568581,Gold,37760
5975,8,806088,Gold,39534
751,4,858803,Platinum,51967
278,21,624455,Gold,24947
1556,7,784054,Platinum,54558
4939,6,283358,Platinum,69789
2214,25,316080,Platinum,41030
6393,18,678309,Gold,1463
1536,10,672050,Platinum,2842
1904,5,282874,Silver,63084
5345,22,666845,Platinum,72482
5894,2,511344,Diamond,9835
5279,20,925755,Diamond,83403
6244,14,662998,Silver,11038
9461,4,385037,Diamond,18147
569,22,940344,Silver,26145
5172,22,137441,Gold,36813
6303,22,527170,Platinum,69896
8503,3,444624,Gold,16806
5879,6,756629,Gold,74208
9852,11,757423,Gold,27125
9682,15,942149,Platinum,83670
3111,22,325906,Diamond,28264
6957,8,603533,Silver,45888
1288,17,440302,Gold,32111
7240,4,531168,Silver,56557
2414,3,950951,Gold,33302
1500,15,338193,Diamond,21273
3935,16,690669,Silver,77517
8991,22,909469,Platinum,21134
5981,22,727282,Silver,77251
4358,2,653449,Diamond,11471
5469,6,535458,Diamond,24901
5725,2,150626,Platinum,86783
8559,14,418028,Gold,25280
8484,20,813450,Silver,75138
5059,12,286507,Diamond,31831
3137,13,605004,Diamond,87497
1152,22,259045,Platinum,38144
1743,15,406507,Gold,66746
8710,12,440985,Silver,60684
7768,14,785531,Gold,10907
7306,1,646889,Diamond,7460
8554,7,383059,Silver,25232
1211,10,134768,Platinum,47441
9968,14,267613,Silver,19201
5756,14,252198,Gold,53001
4257,6,376637,Silver,91208
6536,19,664521,Gold,33315
8993,20,801056,Gold,82664
4120,11,808109,Silver,94512
6844,16,398726,Gold,2032
8650,11,153741,Gold,20570
6797,11,147755,Silver,78212
5666,8,799591,Platinum,32149
3034,8,219811,Platinum,88185
5477,24,959214,Gold,69670
1016,10,178807,Gold,17284
325,14,199476,Diamond,75348
3844,8,346263,Silver,54768
708,23,742623,Gold,17247
398,9,752249,Gold,66048
6850,19,948495,Platinum,79507
2706,20,523604,Silver,52892
7017,11,850982,Platinum,69206
930,24,585344,Diamond,45310
4479,11,763679,Silver,90235
308,20,799977,Silver,55344
5000,17,400435,Gold,79997
4172,13,501513,Platinum,4694
8120,24,349369,Diamond,96016
7810,8,776227,Silver,78537
2848,21,196986,Silver,48282
5024,5,187522,Platinum,68923
7494,20,370271,Gold,66338
1992,13,238827,Platinum,12224
6036,15,409068,Platinum,77932
8439,19,556953,Gold,54714
6732,5,595502,Diamond,21658
2759,8,174408,Silver,50364
333,23,713423,Platinum,49123
9612,24,175428,Platinum,35527
1165,15,419429,Diamond,23121
617,1,817770,Gold,78504
449,23,191373,Diamond,70191
9220,11,972537,Platinum,78393
3021,17,745249,Diamond,76814
5456,23,256910,Platinum,97291
8300,3,208279,Diamond,93614
7210,24,209564,Diamond,45163
5975,5,200980,Diamond,10197
279,16,245155,Gold,56321
8613,21,811018,Diamond,12717
982,14,450723,Silver,92400
2584,3,824452,Diamond,96677
2058,16,441504,Platinum,28407
6982,25,971282,Gold,43560
2244,2,144485,Platinum,82251
7637,10,731335,Diamond,56798
2810,9,254409,Gold,77678
1065,3,270866,Diamond,46554
2845,13,818757,Platinum,13093
3383,8,295239,Silver,90495
3467,25,333617,Silver,19245
1214,3,261383,Gold,47579
6621,18,537173,Silver,97374
7588,15,226745,Diamond,70118
2301,5,824768,Diamond,16440
8155,24,245973,Platinum,46651
2657,24,140262,Gold,83413
1973,15,149714,Diamond,30577
5603,15,812307,Diamond,1001
4052,16,258934,Platinum,89051
7310,6,432039,Gold,39746
1442,20,971269,Platinum,41959
6283,2,481958,Platinum,71204
1644,9,411986,Diamond,37210
4193,23,951036,Platinum,90869
8168,24,107109,Diamond,79150
7456,23,416679,Gold,21046
2139,6,841544,Silver,39467
922,23,256789,Silver,15981
5808,14,753629,Gold,52247
6037,16,920201,Gold,87683
8484,18,983889,Diamond,33877
6038,1,726441,Diamond,59253
5788,25,571536,Silver,66762
5652,21,746601,Platinum,75329
4198,7,129361,Silver,48709
8314,2,570668,Diamond,89581
5392,25,306539,Platinum,27216
7882,13,884863,Diamond,45548
4603,1,959915,Diamond,30858
6420,4,967640,Platinum,70150
100,19,216693,Platinum,59154
2639,9,947135,Gold,27938
8987,8,785182,Platinum,23569
9877,18,262929,Platinum,94746
9358,20,894454,Silver,33603
9334,10,196924,Diamond,96042
4023,1,348094,Silver,90979
7350,12,935956,Diamond,5127
9380,3,143033,Platinum,57536
5396,5,426544,Silver,41219
4648,11,585057,Diamond,38014
2500,22,503486,Diamond,92724
2862,13,179493,Silver,88410
5747,2,555355,Diamond,70368
843,17,679872,Diamond,99681
3544,4,158540,Platinum,6703
955,20,884852,Silver,17944
6503,5,712711,Diamond,72158
5294,17,795949,Silver,10802
3260,1,243714,Platinum,91482
5729,14,460607,Silver,24247
657,1,859273,Diamond,88819
5791,4,812814,Platinum,25687
3872,25,489346,Platinum,60493
7760,23,548457,Diamond,99117
5426,16,609585,Diamond,78630
4046,11,646125,Diamond,38759
6636,19,562153,Diamond,68372
7269,19,150520,Silver,21773
5966,13,200040,Platinum,65046
4075,14,186782,Platinum,45883
5315,14,675752,Gold,85018
9687,7,715630,Silver,39976
7028,12,746749,Silver,65380
2231,6,175753,Gold,4570
6161,5,494301,Platinum,41871
8266,9,565380,Platinum,23869
6099,12,361806,Silver,18471
3832,17,165081,Silver,69936
7804,23,364797,Gold,61522
4000,16,106695,Silver,69322
6148,1,446557,Platinum,3457
5146,12,328459,Platinum,31424
7301,21,512901,Diamond,46358
2998,23,617606,Silver,79641
8677,2,913523,Platinum,53142
2206,12,142679,Silver,6298
9261,7,472758,Silver,11476
4398,15,479118,Silver,25741
3543,6,651310,Silver,70891
7206,19,860420,Gold,55154
2803,19,397684,Platinum,67724
3788,6,759861,Platinum,55054
201,21,666556,Diamond,6700
5813,21,627744,Gold,65185
6188,16,373699,Silver,74136
5034,12,414126,Silver,9994
8320,3,966180,Diamond,7770
561,6,868843,Platinum,27326
6503,12,893861,Silver,11226
3435,11,801715,Gold,36266
7941,9,153849,Platinum,51215
2874,11,241826,Gold,46130
5636,9,407038,Diamond,93358
1722,5,881150,Gold,71799
3197,7,546466,Silver,34839
2597,4,608907,Silver,2516
1869,4,713252,Gold,73492
6301,4,286194,Gold,63092
4433,13,619972,Silver,20846
1407,11,576180,Gold,89855
976,21,338135,Platinum,37481
5536,17,957513,Diamond,52853
8143,13,806335,Silver,23449
5390,4,781285,Silver,6728
3405,16,350945,Silver,30232
8860,21,403571,Diamond,32338
6863,22,532295,Gold,86984
2905,21,785804,Platinum,26748
1938,17,600719,Silver,60489
4100,12,300930,Gold,88681
6810,11,763231,Diamond,19123
2106,14,336019,Silver,48348
963,7,499972,Silver,38739
9592,25,994724,Diamond,39470
9124,25,377785,Diamond,81724
9199,20,719874,Silver,96101
2643,21,987113,Platinum,87599
3082,25,369860,Diamond,4403
7019,6,353598,Silver,33353
1978,10,398412,Silver,40990
224,15,171251,Platinum,20283
5678,23,512604,Platinum,30675
4890,17,221005,Silver,48286
1208,25,370058,Silver,56679
3764,7,459971,Gold,49946
1574,10,927337,Gold,9381
1704,21,573524,Platinum,48243
6615,18,765465,Silver,48384
6884,7,730471,Gold,73379
4381,9,385876,Diamond,65653
8749,12,166460,Gold,78238
3668,2,606741,Diamond,17342
1253,15,746146,Gold,16962
