code,name,city,country,timezone
SNL,Shawnee Municipal,Shawnee,US,America/Chicago
SNM,San Ignacio De M,,BO,America/La_Paz
SNN,Shannon Airport,Shannon,IE,Europe/Dublin
SNO,Sakon Nakhon Airport,Sakon Nakhon,TH,Asia/Bangkok
SNP,Saint Paul Island Airport,,US,America/Anchorage
SNQ,San Quintin,Pueblo Benito Garcia,MX,America/Santa_Isabel
SNR,Montoir Airport,Saint-Nazaire,FR,Europe/Paris
SNS,Salinas,Salinas,US,America/Los_Angeles
SNT,Sabana De Torres,Cachira,CO,America/Bogota
SNU,Santa Clara Airport,Santa Clara,CU,America/Havana
SNV,Santa Elena,,VE,America/Caracas
SNW,Thandwe Airport,Pyay,MM,Asia/Rangoon
SNX,Sabana De Mar,Sabana de La Mar,DO,America/Santo_Domingo
SNY,Sidney,Sidney,US,America/Denver
SNZ,Santa Cruz,Santa Cruz,BR,America/Fortaleza
SOA,Soc Trang,Huynh Huu Nghia,VN,Asia/Ho_Chi_Minh
SOB,Sármellék/Balaton,Keszthely,HU,Europe/Budapest
SOC,Adi Sumarmo International Airport,Colomadu,ID,Asia/Jakarta
SOD,Sorocaba,Sorocaba,BR,America/Sao_Paulo
SOE,Souanke,Sembe,CG,Africa/Brazzaville
SOF,Sofia Airport,Sofia,BG,Europe/Sofia
SOG,Sogndal Airport,Sogndalsfjora,NO,Europe/Oslo
SOH,Solita,,CO,America/Bogota
SOI,South Molle Island,,AU,Australia/Brisbane
SOJ,Sorkjosen Airport,Storslett,NO,Europe/Oslo
SOK,Semongkong,Thaba-Tseka,LS,Africa/Maseru
SOL,Solomon,,US,America/Anchorage
SOM,Edmundo Barrios,San Jose de Guanipa,VE,America/Caracas
SON,Santo Pekoa International Airport,Luganville,VU,Pacific/Efate
SOO,Helsinge Airport,Soderhamn,SE,Europe/Stockholm
SOP,Pinehurst-S. Pines,Whispering Pines,US,America/New_York
SOQ,Sorong Airport,Sorong,ID,Asia/Jayapura
SOR,Al Thaurah,Subaykhan,SY,Asia/Damascus
SOT,Sodankyla,Sodankylae,FI,Europe/Helsinki
SOU,Southampton Airport,Eastleigh,GB,Europe/London
SOV,Seldovia,Homer,US,America/Anchorage
SOW,Show Low Airport,Show Low,US,America/Phoenix
SOX,Alberto Lleras Camargo,Sogamoso,CO,America/Bogota
SOY,Stronsay Airport,,GB,Europe/London
SOZ,Solenzara,Sari-Solenzara,FR,Europe/Paris
SPA,Spartanburg Downtown Memorial,Spartanburg,US,America/New_York
SPB,SPB,,VI,America/St_Thomas
SPC,La Palma Airport,Mazo,ES,Atlantic/Canary
SPD,Saidpur Airport,Saidpur,BD,Asia/Dhaka
SPE,Sepulot,Keningau,MY,Asia/Kuching
SPF,Black Hills,Spearfish,US,America/Denver
SPG,Whitted,Saint Petersburg,US,America/New_York
SPH,Sopu,,PG,Pacific/Port_Moresby
SPI,Capital Airport,Springfield,US,America/Chicago
SPJ,Eleftherios Venizelos,Krokeai,GR,Europe/Athens
SPK,Sapporo Metropolitan Area,Sapporo,JP,Asia/Tokyo
SPM,Spangdahlem,Pantenburg,DE,Europe/Berlin
SPN,Saipan International Airport,Saipan,MP,Pacific/Saipan
SPO,San Pablo,Mairena del Alcor,ES,Europe/Madrid
SPP,Menongue,Menongue,AO,Africa/Luanda
SPQ,Catalina SPB,San Pedro,US,America/Los_Angeles
SPR,San Pedro,San Pedro,BZ,America/Belize
SPS,Sheppard AFB,Wichita Falls,US,America/Chicago
SPT,Sipitang,Beaufort,MY,Asia/Kuching
SPU,Split Airport,Trogir,HR,Europe/Zagreb
SPV,Sepik Plains,,PG,Pacific/Port_Moresby
SPW,Spencer Municipal,Spencer,US,America/Chicago
SPX,Sphinx International Airport,,EG,Africa/Cairo
SPY,San Pedro,San-Pedro,CI,Africa/Abidjan
SPZ,Springdale Municipal,Springdale,US,America/Chicago
SQA,Santa Ynez,Topanga,US,America/Los_Angeles
SQB,Santa Ana,Talaigua Viejo,CO,America/Bogota
SQC,Southern Cross,,AU,Australia/Perth
SQD,Shangrao Sanqingshan Airport,Xuri,CN,Asia/Shanghai
SQE,San Luis De Pale,San Luis,CO,America/Bogota
SQF,Solano,,CO,America/Bogota
SQG,Sorong Airport,Simanggang,ID,Asia/Makassar
SQH,Na-San,Thi Tran Hat Lot,VN,Asia/Ho_Chi_Minh
SQI,Whiteside County,Rock Falls,US,America/Chicago
SQJ,Sanming Shaxian Airport,Langkou,CN,Asia/Shanghai
SQK,Sidi Barani,Bardiyah,EG,Africa/Cairo
SQL,San Carlos,Redwood City,US,America/Los_Angeles
SQM,São Miguel de Aragao,Sao Miguel do Araguaia,BR,America/Sao_Paulo
SQN,Sanana,Sanana,ID,Asia/Jayapura
SQO,Gunnarn,Soderfors,SE,Europe/Stockholm
SQQ,Siauliai International Airport,Siauliai,LT,Europe/Vilnius
SQR,Inco Soroako Waws,Kendari,ID,Asia/Makassar
SQS,Matthew Spain,San Ignacio,BZ,America/Belize
SQT,China Straits Airstrip,,PG,Pacific/Port_Moresby
SQU,Saposoa,Saposoa,PE,America/Lima
SQV,Sequim Valley Airport,Sequim,US,America/Los_Angeles
SQW,Skive Airport,,DK,Europe/Copenhagen
SQX,Sao Miguel do Oeste,Bernardo de Irigoyen,BR,America/Sao_Paulo
SQY,Sao Lourenco Do Sul,Sao Lourenco do Sul,BR,America/Sao_Paulo
SQZ,Scampton RAF Station,Burton,GB,Europe/London
SRA,Santa Rosa,Santa Rosa,BR,America/Sao_Paulo
SRB,Santa Rosa,Placido de Castro,BO,America/La_Paz
SRC,Searcy,Searcy,US,America/Chicago
SRD,San Ramon,San Ramon,BO,America/La_Paz
SRE,Juana Azurduy de Padilla International Airport,Sucre,BO,America/La_Paz
SRF,Hamilton Field,Santa Venetia,US,America/Los_Angeles
SRG,Achmad Yani International Airport,Semarang,ID,Asia/Jakarta
SRH,Sarh,Sagh,TD,Africa/Ndjamena
SRI,Temindung Airport,Samarinda,ID,Asia/Makassar
SRJ,Capitan G Q Guardia,San Borja,BO,America/La_Paz
SRL,Santa Rosalia,Santa Rosalia,MX,America/Mazatlan
SRM,Sandringham,,AU,Australia/Brisbane
SRN,Strahan,,AU,Australia/Hobart
SRO,Santana Ramos,Cabo San Lucas,CO,America/Bogota
SRP,Stord Airport,Sagvag,NO,Europe/Oslo
SRQ,Sarasota Bradenton International Airport,Whitfield,US,America/New_York
SRR,Dunwich,,AU,Australia/Brisbane
SRS,Cartagena,San Marcos,CO,America/Bogota
SRT,Soroti,Soroti,UG,Africa/Kampala
SRU,Skypark,Santa Cruz,US,America/Los_Angeles
SRV,Stony River,,US,America/Anchorage
SRW,Rowan County,Salisbury,US,America/New_York
SRX,Sert,Qasr Abu Hadi,LY,Africa/Tripoli
SRY,Dashte Naz Airport,Surak,IR,Asia/Tehran
SRZ,El Trompillo,Santa Cruz de la Sierra,BO,America/La_Paz
SSA,Deputado Luis Eduardo Magalhaes International Airport,Lauro de Freitas,BR,America/Bahia
SSB,SPB,,VI,America/St_Thomas
SSC,Shaw AFB,,US,America/New_York
SSD,San Felipe,San Carlos de Rio Negro,CO,America/Bogota
SSE,Sholapur,Solapur,IN,Asia/Kolkata
SSF,Stinson Municipal Airport,San Antonio,US,America/Chicago
SSG,Malabo Airport,Malabo,GQ,Africa/Malabo
SSH,Sharm El Sheikh Airport,Sharm el-Sheikh,EG,Africa/Cairo
SSI,Malcolm Mckinnon,Brunswick,US,America/New_York
SSJ,Stokka Airport,Solfjellsjoen,NO,Europe/Oslo
SSK,Sturt Creek,,AU,Australia/Perth
SSL,Santa Rosalia,Miraflores,CO,America/Bogota
SSM,Sault Ste Marie Municipal Airport,Sault Ste Marie,CA,America/Detroit
SSN,Seoul AB,Seongnam-si,KR,Asia/Seoul
SSO,Sao Lourenco,Sao Lourenco,BR,America/Sao_Paulo
SSP,Silver Plains,,AU,Australia/Brisbane
SSQ,La Sarre,La Sarre,CA,America/Montreal
SSR,Sara,,VU,Pacific/Efate
SSS,Siassi,,PG,Pacific/Port_Moresby
SST,Santa Teresita,Arroyo Seco,AR,America/Argentina/Buenos_Aires
SSU,Greenbrier,White Sulphur Springs,US,America/New_York
SSV,Siasi,Manubul,PH,Asia/Manila
SSW,Stuart Island,,US,America/Los_Angeles
SSX,Samsun Samair Airport,Samsun,TR,Europe/Istanbul
SSY,M'banza Congo,Mbanza Congo,AO,Africa/Luanda
SSZ,Santos,Sao Vicente,BR,America/Sao_Paulo
STA,Stauning Vestjyllands Airport,Ringkobing,DK,Europe/Copenhagen
STB,L Delicias,San Carlos del Zulia,VE,America/Caracas
STC,Saint Cloud Regional,Saint Cloud,US,America/Chicago
STD,Mayo Guerrero,San Rafael del Pinal,VE,America/Caracas
STE,Stevens Point,Stevens Point,US,America/Chicago
STF,Stephen Island,,AU,Australia/Brisbane
STG,St. George Island Airport,Dutch Harbor,US,America/Anchorage
STH,Strathmore,,AU,Australia/Brisbane
STI,Cibao International Airport,Licey al Medio,DO,America/Santo_Domingo
STJ,Rosecrans Memorial,Savannah,US,America/Chicago
STK,Crosson Field,Sterling,US,America/Denver
STL,Lambert-St. Louis International Airport,Woodson Terrace,US,America/Chicago
STM,Santarem-Maestro Wilson Fonseca Airport,Santarem,BR,America/Santarem
STN,Stansted Airport,Takeley,GB,Europe/London
STP,St. Paul Downtown Airport,Saint Paul,US,America/Chicago
STQ,St Marys,Saint Marys,US,America/New_York
STR,Stuttgart Airport,Leinfelden-Echterdingen,DE,Europe/Berlin
STS,Sonoma County Airport,Windsor,US,America/Los_Angeles
STT,Cyril E. King Airport,Charlotte Amalie,VI,America/St_Thomas
STU,Santa Cruz,Corozal,BZ,America/Belize
STV,Surat Gujarat Airport,Surat,IN,Asia/Kolkata
STW,Stavropol Airport,Moskovskoye,RU,Europe/Moscow
STX,Henry E. Rohlsen Airport,Saint Croix,VI,America/St_Thomas
STY,Salto,Concordia,UY,America/Montevideo
STZ,Confresa,,BR,America/Cuiaba
SUA,Witham Field,Stuart,US,America/New_York
SUB,Juanda International Airport,Semampirbarat,ID,Asia/Jakarta
SUC,Schloredt,Sundance,US,America/Denver
SUD,Stroud,Stroud,US,America/Chicago
SUE,Door County,Sturgeon Bay,US,America/Chicago
SUF,Lamezia Terme International Airport,Santa Eufemia Lamezia,IT,Europe/Rome
SUG,Surigao Airport,Mati,PH,Asia/Manila
SUH,Sur,Sur,OM,Asia/Muscat
SUI,Babusheri,Dranda,GE,Asia/Tbilisi
SUJ,Satu Mare International Airport,Madaras,RO,Europe/Bucharest
SUK,Sakkyryr Airport,Tonghae,RU,Asia/Seoul
SUL,Sui,Dera Bugti,PK,Asia/Karachi
SUM,Sumter Municipal Airport,East Sumter,US,America/New_York
SUN,Friedman Memorial Airport,Hailey,US,America/Boise
SUO,Sun River,Sunriver,US,America/Los_Angeles
SUP,Trunojoyo,Sumurasin,ID,Asia/Jakarta
SUQ,Sucua,Sucua,EC,America/Guayaquil
SUR,Summer Beaver,,CA,America/Toronto
SUS,Spirit of St. Louis Airport,Hazelwood,US,America/Chicago
SUT,Sumbawanga,Sumbawanga,TZ,Africa/Dar_es_Salaam
SUU,Travis AFB,Vacaville,US,America/Los_Angeles
SUV,Nausori Airport,Suva,FJ,Pacific/Fiji
SUW,Richard I Bong Airport,Superior,US,America/Chicago
SUX,Sioux Gateway Airport,Sergeant Bluff,US,America/Chicago
SUY,Suntar,Suntar,RU,Asia/Yakutsk
SUZ,Suria,,PG,Pacific/Port_Moresby
SVA,Savoonga Airport,Lavrentiya,US,America/Anchorage
SVB,Sambava,,MG,Indian/Antananarivo
SVC,Grant County Airport,Hurley,US,America/Denver
SVD,Argyle International Airport,Kingstown,VC,America/St_Vincent
SVE,Susanville,Susanville,US,America/Los_Angeles
SVF,Save,Save,BJ,Africa/Porto-Novo
SVG,Stavanger Airport Sola,Sola,NO,Europe/Oslo
SVH,Statesville Municipal,Statesville,US,America/New_York
SVI,San Vicente,Puerto Rico,CO,America/Bogota
SVJ,Helle Airport,Svolvaer,NO,Europe/Oslo
SVK,Silver Creek,Placencia,BZ,America/Belize
SVL,Savonlinna Airport,Savonlinna,FI,Europe/Helsinki
SVM,St Pauls,,AU,Australia/Brisbane
SVN,Hunter AAF,Savannah,US,America/New_York
SVO,Sheremetyevo International Airport,Khimki,RU,Europe/Moscow
SVP,Kuito (Silva Porto),Cuito,AO,Africa/Luanda
SVQ,Seville Airport,,ES,Europe/Madrid
SVS,Stevens Village,,US,America/Anchorage
SVT,Savuti,Katima Mulilo,BW,Africa/Gaborone
SVU,Savusavu Airport,,FJ,Pacific/Fiji
SVV,San Salvador De,,VE,America/Caracas
SVW,Sparrevohn AFS,,US,America/Anchorage
SVX,Koltsovo International Airport,Istok,RU,Asia/Yekaterinburg
SVY,Savo,,SB,Pacific/Guadalcanal
SVZ,San Antonio,San Antonio del Tachira,VE,America/Caracas
SWA,Jieyang Chaoshan Airport,,CN,Asia/Shanghai
SWB,Shaw River,,AU,Australia/Perth
SWC,Stawell,Stawell,AU,Australia/Melbourne
SWD,Seward,Bear Creek,US,America/Anchorage
SWE,Siwea,,PG,Pacific/Port_Moresby
SWF,Stewart International Airport,Orange Lake,US,America/New_York
SWG,Satwag,,PG,Pacific/Port_Moresby
SWH,Swan Hill,Swan Hill,AU,Australia/Melbourne
SWJ,South West Bay,,VU,Pacific/Efate
SWL,Spanish Wells,Spanish Wells,BS,America/Nassau
SWM,Suia-Missu,Sinop,BR,America/Cuiaba
SWN,Sahiwal,Sahiwal,PK,Asia/Karachi
SWO,Searcy Field,Stillwater,US,America/Chicago
SWP,Swakopmund,,NA,Africa/Windhoek
SWQ,Sultan Muhammad Kaharuddin III Airport,Karangbugis,ID,Asia/Makassar
SWR,Silur,,PG,Pacific/Port_Moresby
SWS,Swansea Airport,Fairwood Common,GB,Europe/London
SWT,Strezhevoy Airport,Izluchinsk,RU,Asia/Novosibirsk
SWU,Suwon,Suwon-si,KR,Asia/Seoul
SWV,Severo-Evensk Airport,Evensk,RU,Asia/Karachi
SWW,Sweetwater,Sweetwater,US,America/Chicago
SWX,Shakawe,Shakawe,BW,Africa/Gaborone
SWY,Sitiawan,Lumut,MY,Asia/Kuala_Lumpur
SXA,Sialum,Finschhafen,PG,Pacific/Port_Moresby
SXB,Strasbourg Airport,,FR,Europe/Paris
SXC,Avalo Vor/WP,,US,America/Los_Angeles
SXE,Sale,Sale,AU,Australia/Melbourne
SXF,Schonefeld Airport,Schonefeld,DE,Europe/Berlin
SXG,Senanga,Senanga,ZM,Africa/Lusaka
SXH,Sehulea,,PG,Pacific/Port_Moresby
SXI,Sirri Island,Abu Musa,IR,Asia/Tehran
SXJ,Shanshan,Shanshan,CN,Asia/Shanghai
SXK,Saumlaki Olilit Airport,Tual,ID,Asia/Jayapura
SXL,Sligo,,IE,Europe/Dublin
SXM,Princess Juliana International Airport,Marigot,SX,America/Lower_Princes
SXN,Suapan,Dukwe,BW,Africa/Gaborone
SXO,Sao Felix Do Araguaia,Gurupi,BR,America/Cuiaba
SXP,Sheldon Sea Plane Base,,US,America/Anchorage
SXQ,Soldotna,Soldotna,US,America/Anchorage
SXR,Srinagar International Airport,Soyibug,IN,Asia/Kolkata
SXS,Sahabat 16,Larap,MY,Asia/Kuching
SXT,Taman Negara,Kuala Lipis,MY,Asia/Kuala_Lumpur
SXU,Soddu,Boditi,ET,Africa/Addis_Ababa
SXV,Salem,Salem,IN,Asia/Kolkata
SXW,Sauren,,PG,Pacific/Port_Moresby
SXX,Sao Felix Do Xingu,Sao Felix do Xingu,BR,America/Belem
SXY,Sidney,Sidney,US,America/New_York
SXZ,Siirt Airport,Civankan,TR,Europe/Istanbul
SYA,Shemya AFB,Tilichiki,US,America/Adak
SYB,Seal Bay,,US,America/Anchorage
SYC,Shiringayoc,San Lorenzo,PE,America/Lima
SYD,Sydney (Kingsford Smith) Airport,,AU,Australia/Sydney
SYE,Sadah,Saqayn,YE,Asia/Aden
SYF,Silva Bay,,CA,America/Vancouver
SYH,Syangboche,Namche Bazar,NP,Asia/Kathmandu
SYI,Bomar Field,Shelbyville,US,America/Chicago
SYJ,Sirjan,Sirjan,IR,Asia/Tehran
SYK,Stykkisholmur,Stykkisholmur,IS,Atlantic/Reykjavik
SYL,Roberts AAF,San Miguel,US,America/Los_Angeles
SYM,Pu'er Simao Airport,Simao,CN,Asia/Shanghai
SYN,Carleton,Stanton,US,America/Chicago
SYO,Shonai Airport,Tsuruoka,JP,Asia/Tokyo
SYP,Santiago,Santiago de Veraguas,PA,America/Panama
SYQ,Tobias Bolaños International,San Rafael,CR,America/Costa_Rica
SYR,Hancock International Airport,North Syracuse,US,America/New_York
SYS,Saskylakh Airport,,RU,Asia/Yakutsk
SYT,Charolais Bourgogne S.,Saint-Yan,FR,Europe/Paris
SYU,Warraber Island,,AU,Australia/Brisbane
SYV,Sylvester,Sylvester,US,America/New_York
SYW,Sehwen Sharif,Sehwan,PK,Asia/Karachi
SYX,Sanya Phoenix International Airport,,CN,Asia/Shanghai
SYY,Stornoway Airport,Stornoway,GB,Europe/London
SYZ,Shiraz International Airport,Shiraz,IR,Asia/Tehran
SZA,Soyo Airport,Soio,AO,Africa/Luanda
SZB,Sultan Abdul Aziz Shah Airport,Kampung Baru Subang,MY,Asia/Kuala_Lumpur
SZC,Guanacaste,,CR,America/Costa_Rica
SZE,Semera Airport,Dubti,ET,Africa/Addis_Ababa
SZF,Samsun-Carsamba Airport,Dikbiyik,TR,Europe/Istanbul
SZG,W. A. Mozart Salzburg Airport,,AT,Europe/Vienna
SZH,Senipah,Samboja,ID,Asia/Makassar
SZI,Zaisan,Zaysan,KZ,Asia/Almaty
SZJ,Siguanea,Nueva Gerona,CU,America/Havana
SZK,Skukuza Airport,,ZA,Africa/Johannesburg
SZL,Whiteman AFB,Warrensburg,US,America/Chicago
SZM,Sesriem,Maltahohe,NA,Africa/Windhoek
SZN,Santa Cruz Island,Isla Vista,US,America/Los_Angeles
SZP,Oxnard,Santa Paula,US,America/Los_Angeles
SZQ,Saenz Pena,Caseros,AR,America/Argentina/Buenos_Aires
SZR,Stara Zagora,Stara Zagora,BG,Europe/Sofia
SZS,Stewart Island,Bluff,NZ,Pacific/Auckland
SZT,San Cristobal Airport,Mitziton,MX,America/Mexico_City
SZU,Segou,Segou,ML,Africa/Bamako
SZV,Suzhou,Shuangta,CN,Asia/Shanghai
SZW,Parchim Airport,Domsuhl,DE,Europe/Berlin
SZX,Shenzhen Bao'an International Airport,Fuyong,CN,Asia/Shanghai
SZY,Olsztyn-Mazury Airport,Michalow-Reginow,PL,Europe/Warsaw
SZZ,Goleniow Airport,Goleniow,PL,Europe/Warsaw
TAA,Tarapaina,Taro'a,SB,Pacific/Guadalcanal
TAB,A.N.R. Robinson International Airport,Scarborough,TT,America/Port_of_Spain
TAC,D. Z. Romualdez Airport,Panalanoy,PH,Asia/Manila
TAD,Las Animas,Trinidad,US,America/Denver
TAE,Daegu International Airport,Daegu,KR,Asia/Seoul
TAF,Tafaraoui,Es Senia,DZ,Africa/Algiers
TAG,Bohol-Panglao,Tagbilaran City,PH,Asia/Manila
TAH,Tanna Airport,Isangel,VU,Pacific/Efate
TAI,Al Janad,Dhi as Sufal,YE,Asia/Aden
TAJ,Tadji,,PG,Pacific/Port_Moresby
TAK,Takamatsu Airport,Takamatsu-shi,JP,Asia/Tokyo
TAL,Ralph Calhoun,,US,America/Anchorage
TAM,Tampico International Airport,Tampico,MX,America/Monterrey
TAN,Tangalooma,Woorim,AU,Australia/Brisbane
TAO,Qingdao Liuting International Airport,,CN,Asia/Shanghai
TAP,Tapachula International Airport,Tapachula,MX,America/Mexico_City
TAQ,Tarcoola,Coober Pedy,AU,Australia/Adelaide
TAR,M. A. Grottag,Monteiasi,IT,Europe/Rome
TAS,Yuzhny Airport,Tashkent,UZ,Asia/Tashkent
TAT,Poprad/Tatry Airport,Svit,SK,Europe/Bratislava
TAU,Tauramena,Tauramena,CO,America/Bogota
TAV,Tau Island Airport,Ta`u,AS,Pacific/Pago_Pago
TAW,Tacuarembo,Tacuarembo,UY,America/Montevideo
TAX,Taliabu,Bobong,ID,Asia/Jayapura
TAY,Tartu Airport,Ulenurme,EE,Europe/Tallinn
TAZ,Dashoguz,Dasoguz,TM,Asia/Ashgabat
TBA,Tabibuga,,PG,Pacific/Port_Moresby
TBB,Tuy Hoa Airport,Tuy Hoa,VN,Asia/Ho_Chi_Minh
TBC,Tuba City,Tuba City,US,America/Shiprock
TBD,Timbiqui,Timbiqui,CO,America/Bogota
TBE,Timbunke,Angoram,PG,Pacific/Port_Moresby
TBF,Tabiteuea North,,KI,Pacific/Tarawa
TBG,Tabubil Airport,,PG,Pacific/Port_Moresby
TBH,Romblon,Tugdan,PH,Asia/Manila
TBI,New Bright,Arthur's Town,BS,America/Nassau
TBJ,Tabarka,Tabarka,TN,Africa/Tunis
TBK,Timber Creek,,AU,Australia/Darwin
TBL,Tableland,,AU,Australia/Perth
TBM,Tumbang Samba,Halimaung Jaya (F-3),ID,Asia/Makassar
TBN,Forney AAF,Fort Leonard Wood,US,America/Chicago
TBO,Tabora Airport,Tabora,TZ,Africa/Dar_es_Salaam
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,PE,America/Lima
TBQ,Tarabo,,PG,Pacific/Port_Moresby
TBR,Statesboro-Bulloch County Airport,Statesboro,US,America/New_York
TBS,Tbilisi International Airport,Didi Lilo,GE,Asia/Tbilisi
TBT,Tabatinga International Airport,Tabatinga,BR,America/Manaus
TBU,Fua'amotu International Airport,Vaini,TO,Pacific/Tongatapu
TBV,Tabal,Ailuk,MH,Pacific/Majuro
TBW,Tambov Donskoye Airport,Tambov,RU,Europe/Moscow
TBX,Tambelan Airport,Pulo Batal,ID,Asia/Jakarta
TBY,Tsabong,Tshabong,BW,Africa/Gaborone
TBZ,Tabriz Airport,Tabriz,IR,Asia/Tehran
TCA,Tennant Creek,Tennant Creek,AU,Australia/Darwin
TCB,Treasure Cay Airport,Cooper's Town,BS,America/Nassau
TCC,Tucumcari,Tucumcari,US,America/Denver
TCD,Tarapaca,Tarapaca,CO,America/Bogota
TCE,Tulcea,Tulcea,RO,Europe/Bucharest
TCF,Tocoa,Tocoa,HN,America/Tegucigalpa
TCG,Tacheng,Qaxa,CN,Asia/Shanghai
TCH,Tchibanga,Tchibanga,GA,Africa/Libreville
TCI,Terney Airport,Terney,RU,Asia/Vladivostok
TCJ,Torembi Airport,,PG,Pacific/Port_Moresby
TCK,Tinboli Airport,Ambunti,PG,Pacific/Port_Moresby
TCL,Van De Graaf,Northport,US,America/Chicago
TCM,McChord AFB,Steilacoom,US,America/Los_Angeles
TCN,Tehuacan,San Isidro Vista Hermosa,MX,America/Mexico_City
TCO,La Florida Airport,Tumaco,CO,America/Bogota
TCP,Taba International,,EG,Africa/Cairo
TCQ,Tacna Airport,Tacna,PE,America/Lima
TCR,Tuticorin Airport,Korampallam,IN,Asia/Kolkata
TCS,Truth or Consequences,Truth or Consequences,US,America/Denver
TCT,Takotna,,US,America/Anchorage
TCU,Thaba Nchu,Thaba Nchu,ZA,Africa/Johannesburg
TCV,Torch Cay Airport,,BS,America/Nassau
TCW,Tocumwal,Finley,AU,Australia/Sydney
TCX,Tabas,Tabas,IR,Asia/Tehran
TCY,Terrace Bay,Khorixas,NA,Africa/Windhoek
TCZ,Tengchong Tuofeng Airport,Tengyue,CN,Asia/Shanghai
TDA,Trinidad,San Luis de Palenque,CO,America/Bogota
TDB,Tetabedi,,PG,Pacific/Port_Moresby
TDD,Teniente Jorge Henrich Arauz Airport,Trinidad,BO,America/La_Paz
TDG,Tandag,Socorro,PH,Asia/Manila
TDJ,Tadjoura,Tadjoura,DJ,Africa/Djibouti
TDK,Taldy-Kurgan,Taldykorgan,KZ,Asia/Almaty
TDL,Tandil,Tandil,AR,America/Argentina/Buenos_Aires
TDN,Theda Station,,AU,Australia/Perth
TDO,Winlock,Winlock,US,America/Los_Angeles
TDP,Trompeteros,Marigot,PE,America/Lima
TDR,Theodore,,AU,Australia/Brisbane
TDS,Sasereme,,PG,Pacific/Port_Moresby
TDT,Tanda Tula,,ZA,Africa/Johannesburg
TDV,Tanandava,Manja,MG,Indian/Antananarivo
TDW,Tradewind,Amarillo,US,America/Chicago
TDX,Trat Airport,Laem Ngop,TH,Asia/Bangkok
TDZ,Toledo,Toledo,US,America/New_York
TEA,Tela,Tela,HN,America/Tegucigalpa
TEB,Teterboro Airport,Moonachie,US,America/New_York
TEC,Telemaco Borba,Telemaco Borba,BR,America/Sao_Paulo
TED,Thisted,Hanstholm,DK,Europe/Copenhagen
TEE,Cheikh Larbi Tebessi Airport,Tebessa,DZ,Africa/Algiers
TEF,Telfer Airport,,AU,Australia/Perth
TEG,Tenkodogo,Tenkodogo,BF,Africa/Ouagadougou
TEH,Tetlin,,US,America/Anchorage
TEI,Tezu,Tezu,IN,Asia/Kolkata
TEK,Tatitlek,,US,America/Anchorage
TEL,Telupid,Ranau,MY,Asia/Kuching
TEM,Temora,Junee,AU,Australia/Sydney
TEN,Tongren Airport,Chatian,CN,Asia/Shanghai
TEO,Terapo,Kerema,PG,Pacific/Port_Moresby
TEP,Teptep,,PG,Pacific/Port_Moresby
TEQ,Corlu,Tekirdag,TR,Europe/Istanbul
TER,Lajes Field,Praia da Vitoria,PT,Atlantic/Azores
TES,Tessenei,Teseney,ER,Africa/Asmara
TET,Matundo Airport,Tete,MZ,Africa/Maputo
TEU,Manapouri,Te Anau,NZ,Pacific/Auckland
TEV,Teruel Airport,Cella,ES,Europe/Madrid
TEX,Telluride Regional,,US,America/Denver
TEY,Thingeyri,Isafjoerdur,IS,Atlantic/Reykjavik
TEZ,Tezpur Airport,Tezpur,IN,Asia/Kolkata
TFB,Tifalmin,,PG,Pacific/Port_Moresby
TFF,Tefe Airport,Tefe,BR,America/Manaus
TFI,Tufi,,PG,Pacific/Port_Moresby
TFL,Teofilo Otoni,Teofilo Otoni,BR,America/Sao_Paulo
TFM,Telefomin,,PG,Pacific/Port_Moresby
TFN,Tenerife North Airport,La Laguna,ES,Atlantic/Canary
TFR,Ramadan,Al Khankah,EG,Africa/Cairo
TFS,Tenerife South Airport,San Isidro,ES,Atlantic/Canary
TFT,Taftan,Khash,PK,Asia/Karachi
TFU,Chengdu Tianfu International Airport,Jiancheng,CN,Asia/Chongqing
TFY,Muhammad Taufiq Kiemas Airport,Krui,ID,Asia/Jakarta
TGA,Tengah Air Base,Johor Bahru,SG,Asia/Singapore
TGB,Tagbita,Susupu,PH,Asia/Manila
TGC,Tanjung Manis Airport,Sarikei,MY,Asia/Kuching
TGD,Podgorica Airport,Mojanovici,ME,Europe/Podgorica
TGE,Sharpe Field,Tuskegee,US,America/Chicago
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,Asia/Kuala_Lumpur
TGH,Tongoa,,VU,Pacific/Efate
TGI,Tingo Maria,Tingo Maria,PE,America/Lima
TGJ,Tiga,Tadine,NC,Pacific/Noumea
TGK,Taganrog,Taganrog,RU,Europe/Moscow
TGL,Tagula,Samarai,PG,Pacific/Port_Moresby
TGM,Transilvania,Sancraiu de Mures,RO,Europe/Bucharest
TGN,La Trobe Regional,Traralgon,AU,Australia/Melbourne
TGO,Tongliao Airport,Tongliao,CN,Asia/Shanghai
TGP,Podkamennaya Tunguska Airport,Podkamennaya Tunguska,RU,Asia/Krasnoyarsk
TGQ,Tangara da Serra,Nova Olimpia,BR,America/Cuiaba
TGR,Touggourt Airport,Touggourt,DZ,Africa/Algiers
TGS,Chokwe,Chokwe,MZ,Africa/Maputo
TGT,Tanga Airport,Tanga,TZ,Africa/Dar_es_Salaam
TGU,Toncontin Airport,Tegucigalpa,HN,America/Tegucigalpa
