passID,fid,bookingDate,seatNumber,class,price,paymentStatus,checkInStatus
9102,4753,2025-03-27,33D,First,858.72,Paid,Not Checked-in
4990,4224,2025-04-07,20D,Economy,1139.22,Paid,Checked-in
7862,1980,2025-04-11,49C,Economy,1458.28,Cancelled,Not Checked-in
6127,2534,2025-03-03,44C,First,436.66,Cancelled,Not Checked-in
1687,1724,2025-04-14,12B,First,568.18,Paid,Not Checked-in
1731,2153,2025-02-22,47A,Economy,1499.37,Pending,Checked-in
822,1630,2025-04-24,47E,Business,1121.79,Paid,Checked-in
3872,1661,2025-03-11,39A,Business,1238.16,Pending,Checked-in
8169,2273,2025-02-15,9A,Economy,719.93,Paid,Checked-in
8144,645,2025-04-14,1F,First,835.71,Paid,Not Checked-in
5328,3405,2025-03-10,49B,First,76.38,Cancelled,Checked-in
1008,4051,2025-04-22,27E,Economy,1288.87,Paid,Not Checked-in
5014,1769,2025-01-12,40D,Business,360.24,Paid,Checked-in
1681,1252,2025-04-29,2C,Business,87.1,Paid,Not Checked-in
9144,3168,2025-02-18,48F,Business,963.65,Paid,Not Checked-in
9385,3192,2025-04-21,34F,Business,595.66,Paid,Checked-in
9266,4050,2025-04-23,1C,First,1109.24,Paid,Not Checked-in
2813,1804,2025-03-26,3C,Economy,911.25,Cancelled,Checked-in
8139,1112,2025-04-08,29E,First,729.54,Cancelled,Checked-in
5752,1747,2025-04-17,35A,First,1196.82,Pending,Checked-in
6667,1280,2025-04-12,5D,First,1345.67,Cancelled,Checked-in
8488,3775,2025-02-15,23D,First,1077.69,Cancelled,Not Checked-in
2129,4736,2025-04-29,24A,Business,68.04,Pending,Not Checked-in
323,2015,2025-03-31,30F,Business,375.22,Cancelled,Not Checked-in
5854,4371,2025-04-01,10B,First,139.9,Pending,Not Checked-in
5501,4655,2025-01-22,18D,Economy,1166.36,Pending,Not Checked-in
5218,4879,2025-03-26,42D,First,1156.94,Paid,Not Checked-in
3851,3079,2025-04-01,45B,Business,1442.72,Cancelled,Checked-in
4262,3652,2025-03-31,39D,Economy,1155.39,Cancelled,Checked-in
5472,4741,2025-04-13,37E,First,756.69,Paid,Checked-in
3301,1844,2025-01-17,22E,Economy,744.92,Cancelled,Checked-in
9393,3989,2025-02-19,17F,First,534.73,Cancelled,Checked-in
1806,4719,2025-01-31,11D,Economy,266.4,Cancelled,Checked-in
6252,4104,2025-04-18,25C,First,1058.47,Paid,Not Checked-in
5717,2546,2025-01-20,49B,Business,739.45,Paid,Checked-in
3214,2973,2025-01-23,25F,Economy,586.37,Paid,Not Checked-in
5268,2231,2025-04-01,17D,First,1037.41,Cancelled,Not Checked-in
1338,4033,2025-01-20,15F,Economy,405.27,Pending,Checked-in
4988,1173,2025-02-13,34A,Economy,1225.41,Cancelled,Not Checked-in
2336,4837,2025-04-06,29C,Business,1440.38,Pending,Checked-in
2978,3303,2025-03-02,12D,Economy,749.56,Paid,Checked-in
1219,3023,2025-04-10,38C,First,712.25,Paid,Checked-in
271,4343,2025-04-15,49D,Economy,334.84,Pending,Not Checked-in
3560,899,2025-04-09,34C,Business,450.81,Paid,Not Checked-in
9351,1080,2025-03-14,1E,Business,944.05,Paid,Not Checked-in
5976,858,2025-03-01,50B,Economy,314.96,Pending,Not Checked-in
8586,4003,2025-04-30,41F,Business,1348.96,Cancelled,Checked-in
7735,3113,2025-01-12,33F,Economy,814.6,Paid,Checked-in
3388,4363,2025-02-05,35F,First,1359.96,Pending,Not Checked-in
4097,4489,2025-02-07,49D,Economy,1102.23,Cancelled,Checked-in
5372,2789,2025-04-13,34F,Business,1430.51,Paid,Not Checked-in
6219,3196,2025-04-08,45E,First,827.51,Pending,Checked-in
3935,3804,2025-03-23,30A,Economy,718.21,Pending,Not Checked-in
2355,2756,2025-02-10,10C,First,1384.21,Cancelled,Not Checked-in
1972,2824,2025-02-09,9C,Business,1072.69,Cancelled,Checked-in
6613,658,2025-03-12,31A,First,448.32,Paid,Not Checked-in
8287,3238,2025-02-15,41E,Economy,1076.09,Cancelled,Checked-in
1863,3272,2025-04-08,44D,Economy,1153.78,Cancelled,Not Checked-in
7520,4754,2025-04-06,48E,Economy,1431.38,Paid,Checked-in
7847,2159,2025-04-05,19C,First,1365.95,Pending,Not Checked-in
8780,4906,2025-04-04,43A,Economy,616.15,Paid,Not Checked-in
110,4463,2025-02-18,12C,Business,1349.04,Cancelled,Checked-in
5464,876,2025-01-20,24C,Business,145.85,Paid,Not Checked-in
7344,352,2025-03-24,35B,Economy,1254.78,Paid,Checked-in
2507,253,2025-02-03,31A,First,829.47,Paid,Checked-in
1747,1785,2025-01-10,18D,Business,623.6,Paid,Checked-in
9682,1598,2025-03-21,9A,Economy,99.32,Cancelled,Checked-in
7714,1797,2025-02-24,6D,Economy,1389.88,Paid,Not Checked-in
2339,2836,2025-04-12,29C,Economy,1389.77,Pending,Not Checked-in
9126,2027,2025-03-19,36D,First,1342.88,Cancelled,Not Checked-in
6075,2643,2025-01-31,33A,Business,166.1,Pending,Not Checked-in
4220,2966,2025-03-29,5E,Economy,732.64,Paid,Checked-in
5859,1456,2025-02-17,20E,Business,594.45,Pending,Checked-in
3670,2546,2025-03-29,33F,Business,1138.7,Paid,Not Checked-in
4883,4481,2025-03-09,14E,Business,473.16,Pending,Not Checked-in
23,1700,2025-01-18,44D,First,870.63,Pending,Not Checked-in
2049,4105,2025-03-28,24B,Economy,996.87,Pending,Not Checked-in
1501,2760,2025-03-04,14A,First,1176.9,Paid,Checked-in
9218,3681,2025-04-10,44F,First,307.34,Pending,Checked-in
7255,4332,2025-01-18,43B,Business,899.24,Paid,Not Checked-in
1173,2993,2025-04-10,3D,First,1084.84,Cancelled,Checked-in
5611,4371,2025-02-13,47C,First,1329.21,Cancelled,Checked-in
5292,4837,2025-04-24,44E,First,1048.04,Paid,Checked-in
7,4604,2025-03-24,39F,Business,236.98,Paid,Not Checked-in
3548,1528,2025-02-08,49C,Economy,116.89,Paid,Checked-in
9601,4550,2025-03-27,20B,Economy,1179.83,Pending,Not Checked-in
4705,2242,2025-01-03,43F,Business,317.51,Pending,Checked-in
5515,2691,2025-01-16,29B,First,894.57,Pending,Checked-in
4042,3246,2025-01-06,48F,First,552.6,Paid,Checked-in
9606,3575,2025-04-10,46D,First,1002.87,Paid,Checked-in
1547,2260,2025-03-09,12F,Business,888.1,Cancelled,Not Checked-in
6583,574,2025-03-03,2F,Business,1015.02,Paid,Checked-in
497,724,2025-02-15,49D,Business,613.84,Cancelled,Checked-in
9823,1384,2025-03-18,30B,Business,349.55,Cancelled,Checked-in
197,4038,2025-03-18,11C,Business,273.77,Paid,Checked-in
2449,1877,2025-03-26,9C,Economy,1308.09,Paid,Not Checked-in
1739,3947,2025-01-26,14B,First,1034.69,Cancelled,Not Checked-in
6750,3859,2025-01-22,35A,Economy,1337.63,Cancelled,Not Checked-in
4461,4113,2025-03-18,6D,First,636.47,Paid,Checked-in
9919,2138,2025-04-26,24A,Business,1000.45,Pending,Checked-in
715,3853,2025-02-24,35B,Business,858.06,Pending,Not Checked-in
735,1977,2025-04-05,7C,Business,1145.01,Pending,Checked-in
7757,163,2025-04-10,31E,First,971.09,Paid,Not Checked-in
4589,3400,2025-03-31,42A,First,1423.23,Pending,Checked-in
6017,3744,2025-03-04,18E,Economy,106.8,Pending,Not Checked-in
3308,4848,2025-01-26,39F,Business,1325.5,Pending,Not Checked-in
40,3212,2025-04-12,29F,Business,743.21,Pending,Not Checked-in
7502,2827,2025-03-11,14E,First,80.1,Pending,Checked-in
5964,879,2025-04-26,30B,Business,541.16,Pending,Not Checked-in
1313,3479,2025-04-05,12A,Business,258.22,Cancelled,Checked-in
1548,1915,2025-04-23,3D,First,337.42,Cancelled,Not Checked-in
8015,2317,2025-02-09,13E,Economy,829.66,Cancelled,Not Checked-in
8016,504,2025-04-02,5E,Economy,250.56,Cancelled,Checked-in
6434,1872,2025-03-12,20D,Business,615.37,Paid,Not Checked-in
3579,3698,2025-01-03,46A,Business,807.42,Pending,Not Checked-in
4037,4126,2025-03-04,47B,Economy,210.24,Paid,Not Checked-in
8556,3091,2025-04-25,4C,First,1002.49,Cancelled,Checked-in
4751,1121,2025-03-21,23E,Economy,578.43,Paid,Checked-in
7326,4168,2025-04-27,47E,Economy,618.92,Cancelled,Checked-in
7158,2906,2025-03-25,26C,Business,754.55,Paid,Not Checked-in
6466,2421,2025-01-18,7C,Economy,1027.75,Cancelled,Not Checked-in
3575,1137,2025-03-11,44F,Business,1129.84,Paid,Not Checked-in
270,2880,2025-02-18,37C,Economy,368.15,Pending,Checked-in
8174,2844,2025-05-01,11B,First,207.3,Paid,Checked-in
7021,2121,2025-01-29,2A,Economy,1209.95,Pending,Not Checked-in
5069,3723,2025-02-08,48C,First,930.8,Pending,Not Checked-in
8,4915,2025-03-14,32A,Business,898.92,Paid,Not Checked-in
2899,2321,2025-01-01,39C,First,702.7,Pending,Not Checked-in
924,465,2025-04-23,35E,Economy,1220.18,Pending,Not Checked-in
2932,1145,2025-03-15,26E,Economy,1403.29,Cancelled,Not Checked-in
7715,22,2025-03-30,10F,Business,723.31,Pending,Checked-in
8462,3759,2025-02-16,8D,Economy,451.72,Cancelled,Not Checked-in
9844,930,2025-04-03,24C,First,203.59,Cancelled,Checked-in
7453,2730,2025-02-28,28D,First,1272.09,Cancelled,Not Checked-in
9279,3414,2025-02-21,27C,First,1001.41,Paid,Not Checked-in
7746,2713,2025-01-11,29F,Economy,1362.78,Paid,Not Checked-in
9204,4457,2025-03-09,12B,Economy,1039.15,Cancelled,Not Checked-in
3059,3773,2025-01-04,16D,Economy,658.22,Pending,Not Checked-in
7168,3322,2025-04-08,37F,Business,385.78,Paid,Checked-in
8405,674,2025-02-25,38F,First,213.59,Pending,Checked-in
1148,557,2025-04-19,37F,Economy,339.09,Paid,Not Checked-in
2279,2276,2025-03-31,21F,Economy,265.31,Cancelled,Not Checked-in
2329,4129,2025-03-27,21C,First,789.74,Paid,Not Checked-in
5826,607,2025-02-25,37B,Economy,1446.86,Paid,Checked-in
7611,4099,2025-03-14,44C,Economy,894.17,Pending,Not Checked-in
7198,3349,2025-03-07,34F,Economy,109.92,Cancelled,Checked-in
5046,1317,2025-02-21,26B,Business,237.48,Paid,Checked-in
5073,318,2025-02-07,40C,Business,100.48,Pending,Checked-in
5728,2873,2025-01-07,33E,Economy,1436.15,Cancelled,Checked-in
7731,3874,2025-02-23,22E,Economy,148.52,Cancelled,Not Checked-in
9063,2420,2025-01-03,43B,Economy,1439.29,Cancelled,Checked-in
7349,2418,2025-03-01,39D,First,316.42,Paid,Checked-in
3355,4862,2025-01-05,46F,Economy,1169.96,Pending,Not Checked-in
4751,1087,2025-03-05,14A,First,240.91,Pending,Not Checked-in
9572,938,2025-04-04,20B,First,693.32,Cancelled,Not Checked-in
4447,531,2025-04-30,43D,Economy,194.31,Paid,Not Checked-in
5777,2406,2025-02-11,37E,Economy,1144.44,Pending,Not Checked-in
2447,35,2025-01-01,35F,Economy,591.03,Paid,Checked-in
6628,3604,2025-04-08,5F,First,170.11,Pending,Not Checked-in
9764,2015,2025-04-17,14B,Economy,1279.28,Cancelled,Checked-in
8982,2215,2025-02-05,40D,First,805.94,Cancelled,Not Checked-in
9005,4479,2025-02-10,15E,First,358.63,Paid,Not Checked-in
4887,4963,2025-01-08,16A,First,1191.59,Pending,Not Checked-in
9831,1747,2025-03-09,42E,Business,878.81,Pending,Not Checked-in
2894,1429,2025-01-12,24A,Economy,897.15,Pending,Not Checked-in
5056,4748,2025-02-15,38E,Economy,454.71,Cancelled,Checked-in
7657,835,2025-03-29,28F,Economy,1241.66,Pending,Checked-in
215,710,2025-01-16,14D,Business,1227.83,Paid,Checked-in
19,4139,2025-04-06,29E,First,505.87,Pending,Not Checked-in
6202,4239,2025-03-09,28F,Economy,99.58,Cancelled,Not Checked-in
9273,4773,2025-04-03,15F,First,1317.1,Paid,Not Checked-in
9557,1133,2025-01-03,3A,Business,1297.43,Paid,Not Checked-in
5508,526,2025-01-17,3D,Economy,946.24,Pending,Checked-in
6981,3025,2025-02-12,49C,Business,630.89,Pending,Not Checked-in
6575,4200,2025-01-20,45C,Economy,1010.39,Cancelled,Checked-in
6370,4445,2025-04-07,6A,Economy,1406.6,Pending,Checked-in
4455,2479,2025-03-04,17C,Business,800.95,Pending,Not Checked-in
7079,501,2025-02-11,22B,First,465.78,Cancelled,Checked-in
4467,4875,2025-02-17,36C,First,282.71,Cancelled,Checked-in
5372,3803,2025-01-20,46F,Business,396.79,Cancelled,Not Checked-in
919,2908,2025-03-23,12E,Economy,1091.94,Paid,Not Checked-in
8543,2985,2025-03-02,28B,Business,591.17,Pending,Not Checked-in
2426,1578,2025-02-10,28E,Economy,712.86,Pending,Checked-in
7557,478,2025-04-09,34E,Business,1320.78,Cancelled,Not Checked-in
6728,3187,2025-03-21,5B,First,320.78,Cancelled,Not Checked-in
7712,2594,2025-02-12,15C,Business,641.06,Cancelled,Not Checked-in
6446,2678,2025-02-12,31B,Business,1423.29,Paid,Not Checked-in
8064,1243,2025-03-04,34B,First,408.84,Paid,Checked-in
3038,3442,2025-02-03,28A,Business,948.71,Cancelled,Checked-in
5253,3095,2025-02-13,26E,First,1019.85,Paid,Checked-in
2052,3711,2025-04-29,45D,Economy,1103.32,Paid,Not Checked-in
1613,4796,2025-03-25,18C,First,60.37,Paid,Not Checked-in
4409,1074,2025-04-29,43E,First,462.22,Paid,Not Checked-in
7524,460,2025-02-27,21B,Business,856.23,Paid,Checked-in
3567,2923,2025-02-09,1C,Economy,1187.07,Pending,Not Checked-in
7398,4437,2025-01-10,14C,Economy,356.22,Pending,Checked-in
522,387,2025-01-07,5E,Business,793.64,Cancelled,Checked-in
5769,665,2025-02-16,22D,Economy,1077.11,Cancelled,Not Checked-in
3023,624,2025-01-02,32C,First,1165.64,Cancelled,Not Checked-in
4814,699,2025-01-18,15F,Business,560.42,Cancelled,Not Checked-in
7256,3599,2025-01-21,5A,Economy,1008.04,Paid,Not Checked-in
9177,26,2025-02-01,7F,Economy,185.56,Paid,Checked-in
3146,4136,2025-04-19,25C,Economy,838.76,Paid,Checked-in
5572,2335,2025-02-22,33A,First,1220.91,Cancelled,Checked-in
9307,4662,2025-04-02,20A,Business,745.48,Cancelled,Checked-in
9417,607,2025-01-09,41D,First,567.06,Pending,Not Checked-in
6709,3307,2025-03-27,25D,First,1235.79,Pending,Not Checked-in
55,509,2025-01-04,1D,First,1082.44,Pending,Not Checked-in
4995,3922,2025-04-19,2A,Economy,120.11,Pending,Checked-in
7267,1317,2025-03-18,50D,First,711.77,Cancelled,Checked-in
1914,3465,2025-01-02,20A,Business,1406.8,Pending,Not Checked-in
2051,2839,2025-04-18,27B,Economy,319.95,Cancelled,Not Checked-in
6934,831,2025-03-24,21E,Economy,1077.7,Paid,Checked-in
7901,4965,2025-03-05,45A,Business,451.63,Cancelled,Not Checked-in
54,2816,2025-01-09,30F,Economy,930.8,Paid,Checked-in
5264,169,2025-04-13,37C,First,827.4,Paid,Not Checked-in
8063,3732,2025-03-13,9F,Economy,596.99,Pending,Checked-in
8584,35,2025-01-27,38F,First,151.35,Paid,Not Checked-in
4815,3451,2025-02-25,4C,Economy,1280.15,Pending,Checked-in
5814,2758,2025-01-15,31D,Economy,1152.71,Cancelled,Not Checked-in
3974,2064,2025-01-14,5E,First,430.97,Cancelled,Checked-in
21,3106,2025-04-26,23B,Business,415.82,Paid,Checked-in
1826,4641,2025-04-17,22E,First,578.2,Cancelled,Checked-in
1636,4043,2025-01-06,7D,First,420.92,Pending,Checked-in
3083,1508,2025-01-21,16F,First,918.36,Pending,Not Checked-in
2783,4188,2025-01-14,39A,First,1039.03,Paid,Not Checked-in
7163,1990,2025-02-14,46B,First,981.18,Paid,Not Checked-in
2390,4834,2025-01-06,26A,Economy,771.48,Pending,Not Checked-in
6658,1807,2025-01-31,17F,Economy,528.63,Paid,Checked-in
7867,167,2025-03-18,22A,Business,549.73,Paid,Checked-in
7566,1668,2025-01-07,37B,First,498.96,Pending,Not Checked-in
6038,1647,2025-02-21,39F,Economy,964.8,Cancelled,Checked-in
9579,1252,2025-01-27,14E,Economy,289.43,Cancelled,Not Checked-in
6099,1919,2025-04-30,25C,First,294.36,Pending,Checked-in
8147,4195,2025-04-21,37B,First,424.58,Paid,Checked-in
1817,3276,2025-04-01,48C,First,1348.14,Cancelled,Checked-in
4187,4842,2025-02-01,10C,Economy,1056.14,Pending,Not Checked-in
3267,3941,2025-03-22,19A,Economy,802.54,Pending,Not Checked-in
6605,1204,2025-04-05,30C,Economy,1470.24,Cancelled,Not Checked-in
7463,1264,2025-01-23,32B,First,457.26,Cancelled,Checked-in
6333,3690,2025-04-09,24D,Business,1078.28,Cancelled,Not Checked-in
9224,4156,2025-01-16,31B,Economy,804.87,Cancelled,Not Checked-in
3987,3395,2025-04-26,13D,Economy,1263.35,Pending,Checked-in
1417,246,2025-03-03,25E,First,727.87,Pending,Not Checked-in
8670,4648,2025-02-06,41A,Business,778.65,Cancelled,Not Checked-in
9525,3050,2025-03-03,40F,First,888.79,Cancelled,Checked-in
9168,774,2025-04-04,26B,First,754.98,Paid,Not Checked-in
6228,2724,2025-04-21,23C,First,645.23,Paid,Checked-in
5344,1212,2025-01-17,2E,Economy,1273.15,Paid,Not Checked-in
361,1011,2025-03-01,19C,Business,776.33,Pending,Checked-in
7181,699,2025-01-21,31E,Economy,1263.22,Cancelled,Not Checked-in
6306,4373,2025-04-13,37D,Business,1311.05,Cancelled,Not Checked-in
9148,967,2025-04-20,30A,Business,253.95,Paid,Checked-in
7640,1509,2025-03-01,28E,First,1497.34,Cancelled,Not Checked-in
4626,3634,2025-02-08,26E,First,1063.69,Cancelled,Not Checked-in
2692,2982,2025-01-29,49F,First,713.03,Cancelled,Checked-in
3892,4566,2025-02-21,12F,Economy,487.42,Cancelled,Checked-in
7619,4984,2025-02-04,21F,Economy,1328.6,Paid,Not Checked-in
2411,2478,2025-03-16,17F,First,1041.43,Pending,Not Checked-in
5328,4696,2025-01-14,50F,Economy,1132.06,Paid,Not Checked-in
1397,4695,2025-04-30,24D,First,307.72,Cancelled,Not Checked-in
1938,901,2025-01-25,6F,First,920.72,Pending,Not Checked-in
1654,3741,2025-02-20,30B,Business,400.83,Paid,Not Checked-in
3941,1348,2025-04-24,34D,First,1265.31,Pending,Checked-in
3075,1606,2025-02-24,40A,Business,683.35,Pending,Checked-in
8836,2165,2025-01-08,45D,Economy,1312.46,Cancelled,Checked-in
2221,222,2025-03-19,36D,Economy,359.02,Pending,Not Checked-in
8349,3200,2025-01-27,36B,First,71.21,Pending,Not Checked-in
545,1347,2025-04-09,7A,Economy,982.79,Paid,Not Checked-in
3783,3882,2025-04-19,48D,Business,1479.08,Pending,Checked-in
2360,626,2025-01-03,33B,Economy,64.55,Pending,Not Checked-in
6482,1699,2025-02-22,42E,First,66.74,Cancelled,Checked-in
489,3542,2025-04-08,38F,First,320.96,Pending,Checked-in
3185,3635,2025-01-01,6C,First,613.76,Cancelled,Checked-in
7445,1888,2025-03-20,39A,First,936.68,Paid,Checked-in
3213,3796,2025-03-09,9B,Economy,735.26,Pending,Checked-in
4603,3909,2025-03-21,4E,First,531.46,Paid,Checked-in
911,892,2025-02-13,26C,Business,222.2,Paid,Checked-in
6371,1062,2025-01-25,10C,Economy,231.62,Cancelled,Checked-in
654,4497,2025-01-03,40D,First,259.4,Paid,Not Checked-in
1755,3586,2025-02-19,50F,Business,718.03,Pending,Not Checked-in
4833,4364,2025-02-12,16D,Economy,1397.62,Cancelled,Not Checked-in
1517,4594,2025-04-25,20E,First,666.84,Pending,Not Checked-in
9264,2491,2025-03-24,13E,First,362.35,Pending,Checked-in
3012,734,2025-01-23,30F,First,55.52,Cancelled,Checked-in
9974,1160,2025-03-22,30B,First,1284.74,Paid,Checked-in
8261,1791,2025-04-27,32C,First,932.44,Cancelled,Not Checked-in
4326,4668,2025-03-01,4C,First,808.15,Cancelled,Not Checked-in
731,560,2025-02-21,9D,Business,118.26,Cancelled,Checked-in
8768,3313,2025-04-27,14E,First,834.2,Cancelled,Not Checked-in
3137,4346,2025-01-12,24C,First,952.69,Paid,Not Checked-in
6129,3282,2025-02-09,38F,Economy,452.2,Paid,Checked-in
9911,2946,2025-02-18,38D,Business,348.56,Cancelled,Checked-in
3609,4557,2025-03-25,6C,Economy,1354.69,Paid,Checked-in
9677,2553,2025-03-03,15F,Business,1391.98,Pending,Checked-in
6888,376,2025-01-04,50B,Economy,459.82,Cancelled,Not Checked-in
9263,2164,2025-04-03,6E,Business,1327.18,Pending,Not Checked-in
4464,1984,2025-04-02,48B,Economy,1391.56,Paid,Not Checked-in
6906,299,2025-04-09,3C,Economy,885.55,Cancelled,Not Checked-in
7258,4494,2025-04-07,11D,First,617.61,Cancelled,Not Checked-in
1751,782,2025-01-12,37B,First,923.5,Pending,Not Checked-in
8239,2912,2025-02-24,41B,Economy,993.33,Paid,Not Checked-in
5318,3463,2025-04-15,10E,Business,1047.47,Cancelled,Not Checked-in
3309,484,2025-04-27,7A,Economy,1258.74,Pending,Not Checked-in
338,464,2025-01-26,11D,First,782.46,Paid,Checked-in
751,1456,2025-01-01,19B,Economy,410.71,Pending,Checked-in
4040,3051,2025-03-05,50B,Economy,1050.33,Cancelled,Not Checked-in
4656,3935,2025-03-27,24F,Economy,112.75,Paid,Not Checked-in
9997,4615,2025-04-29,5B,First,1123.15,Pending,Checked-in
2709,2429,2025-01-24,16F,First,754.32,Cancelled,Not Checked-in
1450,50,2025-02-03,23B,Economy,186.28,Pending,Checked-in
577,591,2025-02-26,16A,Business,771.75,Pending,Not Checked-in
5637,2671,2025-04-17,19E,First,646.17,Cancelled,Not Checked-in
929,3785,2025-02-13,23F,Business,1245.01,Pending,Not Checked-in
3020,1225,2025-03-31,45A,Business,652.7,Pending,Not Checked-in
1878,1772,2025-03-16,31B,Economy,892.53,Paid,Not Checked-in
824,4755,2025-01-25,7A,First,1048.66,Cancelled,Not Checked-in
6081,2936,2025-01-10,33D,Business,1368.74,Cancelled,Not Checked-in
8923,4834,2025-04-17,44A,Economy,674.09,Cancelled,Checked-in
9237,3425,2025-03-14,49A,First,230.05,Cancelled,Checked-in
4751,3136,2025-01-16,44E,First,727.74,Pending,Checked-in
3779,664,2025-02-10,35C,First,1398.57,Pending,Not Checked-in
448,2915,2025-04-24,41A,Business,124.65,Pending,Not Checked-in
7558,558,2025-04-15,3F,Economy,464.46,Paid,Checked-in
2419,597,2025-02-01,32D,Business,559.14,Cancelled,Checked-in
8650,2233,2025-03-16,16E,Economy,607.48,Pending,Checked-in
4274,3601,2025-02-12,12F,Business,145.09,Pending,Not Checked-in
1313,3303,2025-04-22,22F,Business,128.02,Cancelled,Not Checked-in
3943,1734,2025-01-06,22C,Economy,551.64,Paid,Not Checked-in
3169,3019,2025-03-04,29A,Economy,787.67,Paid,Not Checked-in
9277,1315,2025-02-28,45B,Business,589.08,Cancelled,Not Checked-in
1605,480,2025-03-10,47E,Business,1410.3,Pending,Not Checked-in
6083,479,2025-03-03,43B,Business,232.39,Cancelled,Not Checked-in
6125,2842,2025-03-09,2F,First,177.3,Paid,Checked-in
7532,4103,2025-02-22,50C,Economy,835.43,Pending,Not Checked-in
6984,1930,2025-04-12,3B,Economy,809.78,Pending,Checked-in
7611,2236,2025-03-23,37F,First,526.39,Pending,Checked-in
8465,3890,2025-01-10,37A,Business,1179.93,Cancelled,Checked-in
9564,4862,2025-04-01,44E,Business,467.16,Paid,Not Checked-in
5049,2688,2025-04-26,30E,Economy,540.13,Paid,Not Checked-in
264,3242,2025-03-16,27B,First,564.34,Cancelled,Checked-in
1807,2505,2025-04-21,6A,Business,860.0,Pending,Checked-in
3054,79,2025-04-23,43C,Business,59.64,Paid,Not Checked-in
1044,3116,2025-01-21,35E,Economy,240.02,Paid,Checked-in
8186,423,2025-02-13,7F,Economy,1332.79,Cancelled,Checked-in
4395,4576,2025-01-09,32F,First,1244.94,Paid,Not Checked-in
1876,1789,2025-02-02,22D,First,620.08,Pending,Checked-in
6740,3705,2025-03-07,12C,Business,227.01,Pending,Not Checked-in
4699,2431,2025-03-15,27F,Business,782.83,Cancelled,Not Checked-in
7625,695,2025-01-04,11C,Economy,872.69,Pending,Not Checked-in
9212,2955,2025-04-21,39C,First,724.29,Cancelled,Not Checked-in
6361,538,2025-03-08,5A,Business,1482.23,Paid,Not Checked-in
9624,1050,2025-04-19,12C,Economy,499.89,Paid,Checked-in
4182,2657,2025-03-14,6E,Economy,533.94,Paid,Checked-in
6944,2535,2025-03-26,49C,Economy,753.53,Paid,Checked-in
2596,2125,2025-03-22,12C,Business,340.68,Paid,Checked-in
5808,2154,2025-01-17,37D,First,710.77,Paid,Checked-in
6157,76,2025-03-06,30C,Business,941.91,Pending,Checked-in
5366,4180,2025-04-09,44C,First,732.98,Cancelled,Checked-in
8293,3957,2025-01-02,37D,Economy,876.25,Pending,Not Checked-in
4802,3190,2025-04-16,43F,Business,637.49,Cancelled,Checked-in
7231,3516,2025-02-04,44B,First,663.52,Paid,Checked-in
9461,2910,2025-02-18,1F,Economy,1040.55,Pending,Checked-in
2280,133,2025-04-12,4B,Business,223.59,Pending,Not Checked-in
998,17,2025-01-13,48D,Business,232.83,Paid,Not Checked-in
1464,3868,2025-03-20,25F,First,1245.93,Cancelled,Not Checked-in
6346,2604,2025-03-08,47F,Business,1488.04,Cancelled,Checked-in
5828,3376,2025-04-01,31A,Economy,1323.6,Pending,Checked-in
7056,1490,2025-01-29,33B,Business,75.13,Cancelled,Checked-in
4294,4555,2025-02-08,5D,Economy,191.2,Pending,Checked-in
8859,2466,2025-01-19,37E,First,1474.87,Paid,Checked-in
2790,1432,2025-02-18,40D,Business,468.51,Cancelled,Not Checked-in
2986,2571,2025-01-19,45B,Economy,409.4,Paid,Not Checked-in
605,974,2025-04-09,39B,First,599.03,Paid,Checked-in
21,310,2025-02-02,41F,Business,173.9,Cancelled,Not Checked-in
3525,3553,2025-04-21,21D,Business,596.4,Cancelled,Not Checked-in
3279,1595,2025-01-31,4F,Business,372.71,Pending,Not Checked-in
1253,752,2025-03-15,2A,Business,1203.97,Pending,Not Checked-in
1865,2847,2025-04-30,17E,First,816.84,Cancelled,Checked-in
1269,1981,2025-04-23,18E,Business,524.77,Paid,Not Checked-in
7258,2358,2025-02-20,11D,Economy,183.17,Pending,Checked-in
165,4387,2025-03-15,33C,Business,346.45,Pending,Checked-in
65,3544,2025-03-28,41F,Economy,979.69,Paid,Not Checked-in
5978,2084,2025-02-02,34D,First,987.4,Paid,Not Checked-in
4522,4188,2025-03-08,35E,Economy,902.06,Paid,Checked-in
8353,542,2025-02-19,48D,Economy,812.99,Paid,Checked-in
1779,3757,2025-01-01,47E,Economy,1108.64,Cancelled,Checked-in
8996,2205,2025-02-22,28A,First,1364.89,Cancelled,Checked-in
2204,2604,2025-01-21,29A,First,664.0,Pending,Checked-in
5801,805,2025-03-30,36F,First,287.73,Cancelled,Not Checked-in
5634,425,2025-02-01,12B,Business,633.98,Paid,Not Checked-in
936,4278,2025-03-05,6E,Economy,936.81,Pending,Checked-in
9622,1921,2025-04-17,45D,Economy,164.78,Paid,Not Checked-in
3620,803,2025-03-07,19A,Economy,541.53,Paid,Checked-in
6717,631,2025-04-11,13E,Business,753.22,Pending,Checked-in
4093,3398,2025-01-21,49D,Economy,263.24,Paid,Checked-in
4851,1492,2025-01-12,2C,Economy,1366.88,Paid,Checked-in
156,1623,2025-01-24,6B,First,805.57,Paid,Checked-in
3872,4701,2025-01-09,30D,Business,1285.35,Paid,Not Checked-in
8337,4847,2025-03-03,10D,First,1019.25,Pending,Not Checked-in
5051,2165,2025-01-29,22B,Business,925.74,Paid,Checked-in
