pilotID,fid,role
931,3284,First Officer
625,2285,First Officer
94,2488,First Officer
991,1949,Captain
209,3546,Captain
245,195,Captain
104,1471,Captain
213,412,First Officer
108,941,Captain
106,4645,First Officer
387,766,First Officer
751,384,First Officer
734,725,First Officer
116,2916,Captain
185,2114,Captain
188,3050,First Officer
805,161,First Officer
247,1252,First Officer
428,3978,First Officer
344,3051,Captain
344,1546,Captain
672,1942,First Officer
974,1413,Captain
713,2064,Captain
627,916,Captain
776,2861,First Officer
944,151,First Officer
372,2302,Captain
570,3744,Captain
220,271,Captain
976,3292,Captain
655,776,First Officer
659,2647,Captain
90,494,Captain
533,882,Captain
65,4970,Captain
10,4261,Captain
838,2101,First Officer
785,623,Captain
141,213,First Officer
372,4042,First Officer
857,2263,Captain
243,1349,Captain
292,2723,First Officer
848,2957,First Officer
855,4626,Captain
385,1293,Captain
993,666,Captain
260,2079,Captain
493,4475,Captain
659,752,First Officer
252,1215,Captain
255,813,First Officer
565,3806,First Officer
832,2388,Captain
164,4881,First Officer
247,1906,First Officer
597,4300,Captain
564,4934,First Officer
884,3841,First Officer
624,874,Captain
145,4952,First Officer
388,1927,Captain
337,3751,First Officer
276,3422,First Officer
123,4886,First Officer
485,3706,Captain
675,2591,First Officer
555,1397,First Officer
862,2418,First Officer
503,3453,Captain
509,1328,Captain
46,4595,Captain
400,3383,Captain
698,2457,Captain
616,2441,First Officer
111,2020,Captain
7,3896,Captain
165,4825,Captain
776,3626,Captain
975,3774,First Officer
141,2963,First Officer
585,2295,Captain
568,3012,First Officer
595,4108,Captain
215,3319,First Officer
63,4552,First Officer
888,1276,Captain
295,610,First Officer
895,4011,First Officer
174,1184,Captain
885,567,First Officer
970,1062,First Officer
898,87,Captain
87,815,First Officer
961,4553,First Officer
940,3206,Captain
56,4691,Captain
535,4239,Captain
655,866,Captain
246,3325,First Officer
561,3767,Captain
579,674,Captain
682,4515,Captain
123,1609,First Officer
100,3252,First Officer
265,4697,Captain
762,1785,First Officer
63,307,Captain
896,3903,First Officer
811,1087,Captain
188,4069,First Officer
984,4337,Captain
112,2716,First Officer
54,4683,Captain
804,2514,First Officer
250,3361,Captain
668,3577,First Officer
184,535,First Officer
15,1095,First Officer
256,2629,Captain
481,469,First Officer
953,3334,First Officer
15,4096,Captain
109,2725,Captain
552,4018,Captain
229,1092,Captain
944,3082,First Officer
653,4956,Captain
792,3403,Captain
969,3550,Captain
839,2186,First Officer
415,4173,First Officer
685,2205,Captain
263,3816,First Officer
948,245,First Officer
399,3932,First Officer
746,2306,Captain
271,3225,First Officer
485,2542,First Officer
461,767,Captain
200,3448,First Officer
870,2913,Captain
542,1310,First Officer
120,101,First Officer
812,3369,First Officer
751,1708,Captain
122,3712,First Officer
902,550,First Officer
260,1705,First Officer
10,3078,First Officer
94,4040,First Officer
134,684,First Officer
861,1767,First Officer
475,4659,First Officer
21,1963,Captain
101,593,Captain
476,1386,Captain
351,4170,Captain
646,3731,Captain
601,1702,First Officer
826,2125,First Officer
865,3220,Captain
770,2668,First Officer
488,57,Captain
699,3279,First Officer
964,4725,First Officer
941,3749,Captain
5,2645,Captain
316,3649,First Officer
884,2658,Captain
733,2614,First Officer
419,1075,First Officer
934,3636,Captain
937,977,First Officer
749,203,First Officer
545,3341,First Officer
964,3135,First Officer
502,3211,Captain
688,4751,Captain
235,617,First Officer
188,4997,Captain
989,1988,First Officer
714,3820,First Officer
326,553,Captain
578,2958,First Officer
287,4415,First Officer
940,4010,Captain
742,3099,First Officer
868,4472,Captain
804,1068,Captain
116,643,Captain
478,1894,Captain
623,4465,First Officer
615,4063,First Officer
698,3466,Captain
130,2360,First Officer
756,3266,First Officer
871,1422,First Officer
289,4682,Captain
793,3552,First Officer
116,1569,First Officer
261,29,First Officer
836,1776,First Officer
793,2465,First Officer
726,1052,Captain
905,1454,First Officer
808,2070,Captain
523,2591,First Officer
750,1296,First Officer
387,2625,First Officer
782,1153,Captain
855,1099,Captain
742,2358,Captain
998,4002,First Officer
269,4841,Captain
459,1604,First Officer
115,2963,Captain
558,2339,Captain
22,403,Captain
533,2103,First Officer
849,3972,First Officer
873,2017,First Officer
111,2193,First Officer
533,2104,First Officer
181,1548,Captain
929,4023,First Officer
435,109,Captain
851,1749,Captain
611,1324,First Officer
506,3675,Captain
908,140,Captain
598,2847,First Officer
721,3369,Captain
118,983,First Officer
670,2357,First Officer
484,1669,First Officer
861,1705,First Officer
125,4350,First Officer
846,4936,Captain
797,4996,Captain
97,1808,Captain
360,2938,First Officer
703,3420,First Officer
219,4773,First Officer
598,1664,Captain
600,799,First Officer
583,4537,Captain
700,4900,Captain
818,1812,First Officer
906,2936,Captain
161,1187,First Officer
168,1830,Captain
148,3798,First Officer
221,263,First Officer
856,476,First Officer
903,1266,Captain
131,2931,First Officer
726,633,Captain
915,1349,First Officer
826,1351,Captain
102,1952,First Officer
996,4970,Captain
290,2904,First Officer
619,4929,First Officer
651,3777,First Officer
740,3738,First Officer
904,1444,First Officer
55,1250,Captain
102,1101,Captain
753,135,First Officer
203,366,First Officer
455,2463,Captain
660,1348,First Officer
764,258,First Officer
181,3832,Captain
62,1104,First Officer
247,3292,First Officer
453,4055,First Officer
577,2094,Captain
855,4885,Captain
354,3402,First Officer
987,1733,First Officer
229,405,Captain
974,3352,First Officer
276,4151,First Officer
557,1724,Captain
275,4212,Captain
340,1208,First Officer
588,4783,First Officer
763,4858,First Officer
432,4166,First Officer
807,1212,First Officer
477,460,Captain
719,170,First Officer
848,3807,First Officer
670,4132,Captain
225,1169,First Officer
834,1937,Captain
283,4399,Captain
700,3424,First Officer
320,4544,First Officer
112,810,Captain
455,3502,Captain
71,691,Captain
806,1499,Captain
143,1247,Captain
737,4073,First Officer
188,1125,First Officer
482,3556,First Officer
546,1297,Captain
66,861,First Officer
227,193,First Officer
434,696,First Officer
926,4210,First Officer
358,2388,Captain
657,3920,Captain
214,1610,First Officer
586,1958,First Officer
974,3055,First Officer
232,2935,Captain
691,754,Captain
462,2041,First Officer
614,4104,First Officer
139,2027,First Officer
176,2556,Captain
558,3549,Captain
709,2860,First Officer
298,3239,First Officer
775,1457,First Officer
229,4225,First Officer
113,651,Captain
460,4580,First Officer
789,295,Captain
419,4246,First Officer
170,1171,First Officer
194,3782,Captain
253,2310,Captain
925,285,Captain
365,2371,First Officer
955,408,Captain
366,374,First Officer
958,4670,Captain
978,516,Captain
79,3037,First Officer
842,4541,Captain
779,242,First Officer
832,2736,Captain
298,3514,First Officer
945,335,Captain
536,3557,Captain
577,3149,Captain
590,1591,First Officer
911,4766,First Officer
797,4322,First Officer
440,2760,Captain
44,3168,Captain
448,1123,Captain
996,604,First Officer
123,4871,Captain
197,2787,First Officer
894,2222,First Officer
461,1102,Captain
626,3595,Captain
482,3842,Captain
661,661,Captain
227,1050,First Officer
500,2429,Captain
272,192,Captain
724,958,Captain
543,4667,First Officer
617,743,First Officer
827,2517,First Officer
642,1583,Captain
144,2349,Captain
931,3533,First Officer
865,3238,First Officer
671,3052,First Officer
647,2109,First Officer
862,1284,Captain
342,3729,Captain
60,2183,First Officer
120,2079,Captain
479,2058,Captain
81,3063,First Officer
824,205,First Officer
188,108,First Officer
878,4933,First Officer
533,1571,First Officer
819,3679,Captain
270,4441,First Officer
39,4513,Captain
525,298,First Officer
493,3237,First Officer
156,3503,Captain
691,1800,First Officer
949,270,Captain
192,4430,First Officer
598,2774,Captain
25,3980,Captain
809,1671,First Officer
642,4140,Captain
49,4611,First Officer
232,4812,Captain
226,3325,First Officer
219,1350,Captain
325,310,Captain
571,4167,Captain
511,708,Captain
46,4552,Captain
34,4011,First Officer
328,4642,First Officer
58,300,Captain
187,824,First Officer
260,2020,Captain
645,783,First Officer
989,2532,Captain
190,4995,Captain
774,1878,First Officer
898,4619,First Officer
776,71,Captain
391,4774,Captain
985,2137,First Officer
532,3047,Captain
785,4061,Captain
785,3092,Captain
261,4971,First Officer
55,4032,First Officer
813,3973,First Officer
585,451,Captain
544,154,First Officer
31,949,First Officer
577,2008,First Officer
417,3120,Captain
920,2455,First Officer
957,2287,Captain
187,4793,Captain
763,3740,Captain
177,4073,Captain
192,668,Captain
326,1615,First Officer
619,2155,Captain
662,4335,Captain
969,365,First Officer
634,4433,Captain
700,2287,Captain
490,4699,First Officer
190,1931,Captain
171,3460,First Officer
563,149,Captain
382,2024,First Officer
472,253,Captain
731,1029,Captain
78,2552,First Officer
437,2581,Captain
429,197,First Officer
952,2588,Captain
771,1871,First Officer
218,2913,First Officer
420,462,First Officer
710,4125,First Officer
278,340,Captain
420,1410,First Officer
230,1783,Captain
154,4075,First Officer
673,1447,Captain
465,4451,Captain
414,4212,First Officer
438,1138,First Officer
955,1907,First Officer
540,1724,Captain
565,707,First Officer
395,1453,Captain
912,2181,First Officer
380,2831,First Officer
784,1621,Captain
307,4215,Captain
129,233,First Officer
614,2857,Captain
712,325,Captain
81,2794,Captain
686,4850,Captain
519,55,Captain
7,3013,First Officer
909,3055,First Officer
215,1445,Captain
634,106,First Officer
312,2439,First Officer
